Sleep_Stage,MeanP_Delta_F4,MedianF_Delta_F4,MeanF_Delta_F4,Spectral Edge_Delta_F4,PeakF_Delta_F4
REM,0.00881,0.99902,5.36976,2.99707,0.62439
REM,0.0135,0.74927,4.99512,2.99707,0.37463
REM,0.01132,0.87415,5.24488,3.12195,0.37463
REM,0.01765,0.49951,4.99512,2.12293,0.37463
REM,0.06776,0.37463,4.37073,0.87415,0.37463
NREM,0.0305,0.49951,4.62049,1.74829,0.49951
NREM,0.01657,0.87415,5.36976,2.99707,0.49951
REM,0.00816,1.1239,4.99512,3.37171,0.74927
REM,0.0118,0.87415,5.24488,2.99707,0.49951
REM,0.01229,0.87415,5.36976,2.62244,0.62439
REM,0.01087,1.1239,4.74537,2.8722,0.74927
REM,0.00682,0.99902,5.99415,3.62146,0.49951
REM,0.00587,1.37366,5.74439,3.49659,0.99902
REM,0.0102,1.1239,4.99512,2.99707,0.49951
REM,0.00869,1.37366,5.61951,3.49659,1.37366
REM,0.0055,1.62341,5.61951,3.62146,1.24878
REM,0.00702,1.49854,5.61951,3.37171,1.49854
REM,0.00767,1.1239,5.12,3.12195,1.1239
REM,0.00855,1.37366,4.87024,3.37171,1.1239
REM,0.00754,1.37366,5.36976,3.24683,0.99902
NREM,0.00611,1.74829,5.24488,3.62146,1.49854
REM,0.00933,1.49854,5.36976,3.12195,1.1239
NREM,0.00953,1.24878,5.24488,2.99707,0.49951
NREM,0.01109,1.24878,5.24488,3.12195,0.87415
NREM,0.01609,1.1239,5.24488,2.99707,0.87415
NREM,0.00946,1.24878,5.49463,3.74634,0.87415
NREM,0.00828,1.24878,5.24488,3.12195,0.74927
NREM,0.00886,1.1239,4.99512,2.8722,0.49951
NREM,0.01658,0.87415,4.99512,2.8722,0.37463
NREM,0.01575,0.74927,5.24488,2.62244,0.37463
NREM,0.0099,1.37366,5.24488,3.49659,1.1239
NREM,0.01458,1.74829,5.36976,3.49659,0.74927
NREM,0.01026,1.24878,5.61951,3.12195,1.24878
NREM,0.01132,1.37366,5.36976,2.99707,0.74927
NREM,0.01292,1.1239,5.36976,3.12195,0.62439
NREM,0.01435,1.37366,5.61951,2.99707,0.62439
NREM,0.01913,0.87415,5.12,2.49756,0.37463
NREM,0.01572,0.99902,5.24488,2.62244,0.62439
NREM,0.0146,1.1239,5.61951,2.99707,1.37366
NREM,0.02501,0.99902,5.12,2.62244,0.99902
NREM,0.36936,0.49951,2.8722,1.24878,0.37463
NREM,0.00776,0.99902,5.36976,2.49756,0.74927
NREM,0.00926,1.24878,5.24488,2.99707,0.62439
NREM,0.01135,1.1239,5.36976,3.12195,1.1239
NREM,0.01042,1.1239,6.11902,3.12195,0.49951
NREM,0.01627,0.99902,4.99512,2.49756,0.37463
NREM,0.01725,0.74927,5.74439,2.37268,0.37463
NREM,0.01644,1.1239,5.12,2.62244,0.49951
NREM,0.02302,0.87415,4.87024,2.37268,0.74927
NREM,0.0163,0.87415,5.36976,2.74732,0.62439
NREM,0.01909,0.62439,4.74537,2.2478,0.49951
NREM,0.03169,0.62439,4.74537,2.37268,0.49951
NREM,0.01784,0.87415,5.36976,2.62244,0.37463
NREM,0.02063,0.99902,4.74537,2.74732,0.49951
NREM,0.01737,1.1239,4.99512,2.62244,0.62439
NREM,0.01783,1.24878,5.24488,2.62244,1.1239
NREM,0.01204,1.24878,5.36976,3.24683,0.87415
NREM,0.03525,1.1239,4.99512,2.2478,0.37463
NREM,0.01654,1.1239,4.87024,2.99707,1.1239
NREM,0.01478,1.24878,4.99512,2.74732,1.37366
NREM,0.02999,0.99902,4.99512,2.37268,0.62439
NREM,0.02672,0.62439,4.74537,2.12293,0.62439
NREM,0.0316,0.62439,5.24488,2.12293,0.49951
NREM,0.0211,1.1239,4.74537,2.62244,1.24878
NREM,0.03369,0.87415,4.49561,1.87317,0.49951
NREM,0.04443,0.74927,4.74537,1.99805,0.62439
NREM,0.02402,1.1239,4.74537,2.49756,0.87415
NREM,0.05377,0.87415,4.37073,2.2478,0.37463
NREM,0.04084,0.62439,4.74537,1.99805,0.37463
NREM,0.0429,0.74927,4.62049,2.2478,0.49951
NREM,0.04712,0.74927,4.62049,1.87317,0.37463
NREM,0.03761,0.62439,4.99512,2.2478,0.49951
NREM,0.11956,0.74927,3.74634,1.62341,0.74927
NREM,0.03528,0.99902,4.62049,2.12293,0.74927
NREM,0.04707,0.99902,4.62049,2.2478,0.62439
NREM,0.04194,1.1239,4.62049,2.37268,0.99902
NREM,0.06403,0.87415,4.37073,1.87317,0.87415
NREM,0.04362,0.99902,4.37073,2.37268,0.49951
NREM,0.06428,0.87415,4.62049,1.99805,0.87415
NREM,0.04789,0.99902,4.24585,2.12293,0.74927
NREM,0.08278,1.1239,3.87122,2.12293,0.74927
NREM,0.05443,0.87415,4.62049,2.12293,0.74927
NREM,0.04879,1.1239,4.37073,2.62244,0.99902
NREM,0.03912,0.87415,4.62049,2.2478,0.74927
NREM,0.02644,0.99902,4.87024,2.62244,0.49951
NREM,0.05366,1.37366,4.62049,2.49756,0.62439
NREM,0.04537,1.1239,4.37073,2.2478,1.37366
NREM,0.02945,1.1239,4.99512,2.37268,0.62439
NREM,0.03618,1.24878,4.62049,2.49756,1.49854
NREM,0.05482,1.1239,4.49561,2.12293,0.62439
NREM,0.05618,1.1239,4.62049,2.74732,0.87415
NREM,0.20761,0.74927,4.12098,1.62341,0.74927
NREM,0.03234,1.24878,4.24585,2.49756,0.62439
NREM,0.01825,1.1239,4.87024,2.49756,1.24878
NREM,0.01583,1.37366,4.74537,2.49756,1.37366
NREM,0.01514,1.24878,4.74537,2.62244,1.37366
NREM,0.01864,1.1239,4.49561,2.2478,1.1239
NREM,0.02437,0.99902,5.12,2.49756,0.37463
NREM,0.0152,1.1239,4.62049,2.74732,0.74927
NREM,0.01562,1.24878,4.99512,2.62244,0.62439
NREM,0.01456,1.24878,4.99512,2.49756,0.74927
NREM,0.01798,0.87415,4.74537,2.37268,0.49951
NREM,0.01788,0.99902,4.99512,2.49756,0.99902
NREM,0.01086,1.1239,5.49463,2.99707,0.74927
NREM,0.0156,1.1239,5.36976,2.74732,0.62439
NREM,0.02389,0.87415,4.99512,2.2478,0.74927
NREM,0.022,0.99902,4.74537,2.12293,0.49951
NREM,0.05242,0.87415,3.74634,2.12293,0.87415
NREM,0.0226,1.24878,4.87024,2.49756,0.87415
NREM,0.01664,1.24878,4.87024,2.74732,0.87415
NREM,0.01839,1.1239,4.99512,2.49756,1.1239
NREM,0.02101,0.99902,4.74537,2.49756,0.74927
NREM,0.04636,0.99902,3.9961,1.99805,0.62439
NREM,0.02004,1.24878,4.74537,2.49756,0.74927
NREM,0.01859,1.1239,5.24488,2.74732,0.49951
NREM,0.02494,1.1239,4.87024,2.62244,0.87415
NREM,0.0213,0.99902,4.74537,2.37268,0.49951
NREM,0.01695,1.1239,5.12,2.74732,0.62439
NREM,0.03404,0.87415,4.74537,2.2478,0.49951
NREM,0.21024,0.37463,4.12098,1.24878,0.24976
NREM,0.05841,0.49951,5.49463,1.49854,0.62439
NREM,0.01592,0.74927,4.62049,2.12293,0.49951
NREM,0.03018,1.1239,4.37073,2.2478,1.1239
NREM,0.02431,0.87415,4.49561,2.12293,0.49951
NREM,0.02597,1.24878,4.99512,2.62244,0.99902
NREM,0.02541,0.87415,4.87024,2.74732,0.62439
REM,0.02563,0.99902,4.74537,2.49756,0.49951
REM,0.0263,1.1239,4.74537,2.49756,0.62439
REM,0.00913,1.37366,5.24488,3.12195,1.24878
REM,0.01355,0.74927,5.24488,2.74732,0.62439
REM,0.01139,1.49854,5.12,3.12195,0.74927
REM,0.25394,0.37463,3.12195,1.1239,0.37463
REM,0.01104,1.24878,4.99512,3.12195,0.37463
REM,0.01281,0.99902,4.99512,3.24683,0.49951
REM,0.01013,1.62341,4.49561,3.24683,0.62439
REM,0.00956,1.87317,5.12,3.37171,2.12293
REM,0.00698,1.37366,5.49463,3.49659,0.99902
REM,0.007,1.62341,5.24488,3.49659,1.62341
NREM,0.07767,0.37463,3.49659,1.37366,0.24976
REM,0.00961,1.74829,4.99512,3.12195,1.99805
REM,0.00926,1.49854,5.36976,3.24683,0.62439
NREM,0.22493,0.37463,3.24683,0.99902,0.37463
REM,0.00797,1.87317,5.12,3.37171,1.99805
REM,0.00781,1.62341,5.36976,2.99707,1.24878
REM,0.00745,1.24878,5.36976,3.24683,0.87415
NREM,0.04943,0.49951,3.74634,1.37366,0.49951
REM,0.01219,1.62341,5.12,3.24683,0.99902
REM,0.00883,1.62341,5.12,3.24683,1.24878
REM,0.0098,1.37366,5.12,3.12195,0.99902
REM,0.01055,1.1239,5.24488,3.12195,0.37463
REM,0.01147,1.49854,4.87024,3.24683,0.37463
REM,0.00779,1.62341,5.24488,3.37171,0.37463
REM,0.00607,1.74829,5.36976,3.62146,2.2478
REM,0.00641,1.99805,4.99512,3.37171,1.99805
REM,0.00874,1.49854,5.49463,3.37171,0.37463
REM,0.00812,1.37366,4.99512,3.12195,0.74927
REM,0.01005,1.37366,5.12,3.37171,1.24878
REM,0.0083,1.1239,5.24488,3.24683,0.37463
REM,0.00988,1.37366,4.87024,2.99707,0.37463
REM,0.20017,0.37463,2.8722,1.1239,0.37463
NREM,0.00159,0.87415,7.24293,3.24683,0.37463
NREM,0.00154,0.49951,7.3678,2.62244,0.37463
NREM,0.0012,0.99902,8.24195,3.24683,0.37463
NREM,0.00073,1.49854,8.49171,4.12098,0.37463
NREM,0.00075,1.1239,7.61756,3.49659,0.87415
NREM,0.00166,0.74927,7.74244,2.8722,0.49951
NREM,0.00079,1.37366,8.11707,3.9961,0.62439
NREM,0.00077,1.37366,7.61756,3.49659,0.49951
NREM,0.0007,1.37366,8.86634,3.74634,0.37463
NREM,0.00076,0.99902,7.61756,3.37171,0.37463
NREM,0.00083,0.99902,7.24293,3.49659,0.62439
NREM,0.00078,0.99902,7.11805,3.24683,0.49951
NREM,0.00111,0.99902,8.99122,3.37171,0.37463
NREM,0.00111,1.1239,7.74244,3.49659,0.37463
NREM,0.00097,1.62341,8.11707,3.74634,0.24976
NREM,0.0013,1.24878,9.36585,4.24585,0.37463
NREM,0.00131,1.1239,6.49366,2.99707,0.37463
NREM,0.01277,0.62439,5.36976,2.99707,0.62439
NREM,0.00149,0.99902,8.24195,3.49659,0.37463
NREM,0.0016,0.62439,6.2439,3.12195,0.49951
NREM,0.00155,1.1239,6.86829,3.12195,0.49951
NREM,0.00206,1.24878,5.99415,2.8722,1.24878
NREM,0.00957,0.99902,4.49561,2.2478,0.74927
NREM,0.00173,1.1239,7.61756,2.99707,0.37463
NREM,0.00188,0.74927,6.86829,2.99707,0.24976
NREM,0.00463,1.1239,4.99512,2.62244,0.99902
NREM,0.01295,1.1239,4.62049,2.12293,1.24878
NREM,0.01369,1.1239,4.24585,2.12293,0.99902
NREM,0.01006,1.24878,4.99512,2.37268,1.24878
NREM,0.00468,1.1239,5.99415,2.8722,0.99902
NREM,0.00477,1.1239,5.49463,2.62244,0.49951
NREM,0.00654,0.99902,4.99512,2.37268,1.1239
NREM,0.00661,1.1239,4.87024,2.2478,0.74927
NREM,0.00399,1.1239,5.36976,2.8722,1.1239
NREM,0.0091,0.99902,5.24488,2.2478,0.99902
NREM,0.01064,0.99902,4.74537,2.37268,0.99902
NREM,0.0053,1.1239,5.99415,2.74732,1.1239
NREM,0.00478,1.1239,5.99415,2.99707,1.1239
NREM,0.00953,0.99902,4.62049,2.49756,0.99902
NREM,0.0052,0.87415,5.49463,2.8722,0.49951
NREM,0.01208,0.99902,4.62049,1.99805,0.87415
NREM,0.00481,0.99902,5.99415,2.99707,0.49951
NREM,0.01148,0.99902,4.74537,2.2478,0.87415
NREM,0.00516,0.99902,5.99415,3.24683,0.87415
NREM,0.00648,1.1239,5.74439,2.99707,0.99902
NREM,0.00655,1.1239,5.74439,2.99707,0.99902
NREM,0.00994,1.1239,4.99512,2.37268,1.1239
NREM,0.0149,1.1239,4.99512,2.12293,1.49854
NREM,0.00741,0.99902,5.49463,2.62244,0.99902
NREM,0.0179,0.99902,4.62049,1.99805,0.99902
NREM,0.01207,1.1239,4.62049,2.62244,1.1239
NREM,0.00683,1.24878,5.61951,2.99707,0.74927
NREM,0.00819,0.99902,5.74439,2.74732,0.62439
NREM,0.01597,0.99902,4.87024,2.12293,1.1239
NREM,0.01806,0.87415,4.62049,1.99805,0.99902
NREM,0.00358,1.24878,6.61854,3.49659,0.49951
NREM,0.01593,0.87415,4.49561,1.87317,0.74927
NREM,0.00924,0.87415,5.36976,2.74732,0.87415
NREM,0.00391,1.24878,5.99415,3.49659,0.99902
NREM,0.00598,1.1239,5.99415,3.24683,0.99902
NREM,0.011,0.87415,5.74439,2.62244,0.99902
NREM,0.00916,0.99902,6.2439,2.8722,0.99902
NREM,0.01053,0.87415,5.12,2.2478,0.49951
NREM,0.00614,1.1239,5.24488,2.8722,1.24878
NREM,0.01855,0.87415,4.62049,2.12293,0.87415
NREM,0.02239,0.87415,4.74537,1.87317,0.74927
NREM,0.01151,0.99902,5.12,2.62244,0.87415
NREM,0.04111,0.99902,4.24585,1.99805,0.99902
NREM,0.00853,1.1239,5.24488,2.99707,1.1239
NREM,0.00929,0.99902,5.49463,2.49756,0.87415
NREM,0.01674,0.99902,4.62049,2.37268,0.99902
NREM,0.01584,0.99902,4.74537,1.99805,1.1239
NREM,0.02121,0.74927,4.87024,1.87317,0.62439
NREM,0.0175,0.99902,4.62049,1.99805,0.99902
NREM,0.02111,1.1239,4.24585,2.12293,1.1239
NREM,0.01853,0.87415,4.99512,2.12293,0.87415
NREM,0.01772,0.99902,4.49561,2.12293,0.62439
NREM,0.02066,0.87415,4.49561,1.87317,0.87415
NREM,0.03185,0.49951,5.86927,1.62341,0.37463
NREM,0.00159,0.99902,6.36878,3.87122,0.37463
NREM,0.00389,0.99902,5.86927,2.62244,0.87415
NREM,0.01052,1.24878,4.74537,1.99805,1.24878
NREM,0.00728,0.99902,5.36976,2.37268,1.1239
NREM,0.00307,0.99902,6.74341,3.12195,0.49951
NREM,0.01129,0.87415,4.37073,1.99805,0.74927
NREM,0.00766,0.87415,5.36976,2.2478,0.74927
NREM,0.02107,0.99902,3.87122,1.74829,0.87415
NREM,0.00724,1.1239,4.87024,2.74732,0.62439
NREM,0.01307,1.24878,4.49561,2.49756,1.1239
NREM,0.01137,1.1239,4.74537,2.37268,1.37366
NREM,0.00557,1.24878,5.49463,3.24683,0.99902
NREM,0.00471,1.37366,5.49463,3.37171,0.87415
NREM,0.00662,0.99902,5.24488,2.62244,0.74927
NREM,0.01263,0.99902,4.74537,2.49756,0.99902
NREM,0.00533,1.24878,5.99415,3.37171,1.1239
NREM,0.00961,0.99902,4.87024,2.49756,0.99902
NREM,0.01257,1.1239,4.99512,2.62244,1.1239
NREM,0.00742,1.1239,5.36976,2.62244,0.99902
NREM,0.00975,0.87415,5.99415,2.74732,0.74927
NREM,0.01713,0.99902,4.74537,2.2478,0.87415
NREM,0.00863,1.1239,4.87024,2.62244,0.99902
NREM,0.01281,0.99902,5.12,2.49756,0.87415
NREM,0.02305,0.99902,4.49561,1.99805,1.1239
NREM,0.01446,0.99902,4.74537,2.2478,1.1239
NREM,0.01632,0.99902,5.24488,2.2478,1.1239
NREM,0.02873,1.1239,4.12098,1.74829,1.1239
NREM,0.02538,0.99902,3.9961,2.12293,1.1239
NREM,0.01324,0.99902,4.99512,2.37268,0.62439
NREM,0.0342,0.87415,4.12098,1.74829,0.87415
NREM,0.01478,0.87415,4.62049,1.87317,0.99902
NREM,0.01417,0.99902,4.87024,2.37268,0.87415
NREM,0.01481,0.99902,4.74537,1.87317,0.87415
NREM,0.01679,0.87415,5.24488,2.49756,0.49951
NREM,0.01876,1.1239,4.62049,2.12293,1.1239
NREM,0.01679,0.99902,5.12,2.12293,0.62439
NREM,0.02172,0.99902,4.37073,2.12293,0.87415
NREM,0.01829,1.1239,4.37073,2.37268,1.1239
NREM,0.03059,0.99902,4.37073,2.12293,0.74927
NREM,0.0176,0.99902,4.87024,2.2478,1.1239
NREM,0.03181,1.1239,3.9961,1.87317,1.24878
NREM,0.02818,0.99902,4.24585,1.74829,0.99902
NREM,0.02068,0.99902,4.37073,1.99805,1.1239
NREM,0.02289,1.1239,4.24585,2.37268,1.1239
NREM,0.03922,0.87415,3.9961,1.74829,0.62439
NREM,0.02068,1.1239,4.24585,2.2478,1.24878
NREM,0.02124,0.99902,4.37073,2.2478,0.99902
NREM,0.02818,0.99902,4.24585,1.99805,0.99902
NREM,0.01492,0.99902,4.74537,2.49756,0.99902
NREM,0.02925,0.99902,4.24585,1.99805,0.74927
NREM,0.04794,0.74927,4.12098,1.87317,0.74927
NREM,0.02389,0.99902,4.62049,2.2478,0.62439
NREM,0.03115,0.99902,4.99512,1.99805,0.99902
NREM,0.02014,1.1239,5.36976,2.37268,1.24878
NREM,0.00987,0.74927,5.12,1.99805,0.62439
NREM,0.0079,0.99902,5.36976,2.2478,1.1239
NREM,0.01656,1.1239,4.74537,2.49756,0.99902
NREM,0.01088,0.99902,4.99512,2.62244,0.99902
NREM,0.01072,1.1239,4.62049,2.62244,1.1239
NREM,0.008,1.1239,4.87024,2.74732,1.24878
NREM,0.01267,0.99902,4.74537,2.2478,0.99902
NREM,0.04858,0.74927,3.87122,1.87317,0.87415
NREM,0.00614,1.1239,5.49463,2.62244,0.99902
NREM,0.00549,1.24878,5.49463,2.8722,1.1239
NREM,0.00968,0.99902,5.24488,2.37268,1.24878
NREM,0.01123,0.99902,4.99512,2.49756,0.99902
NREM,0.01975,0.99902,4.74537,1.99805,0.99902
NREM,0.00656,1.24878,4.87024,2.74732,0.62439
NREM,0.02005,0.87415,4.37073,1.87317,0.99902
NREM,0.02249,0.99902,4.37073,2.2478,1.1239
NREM,0.01467,1.1239,4.74537,2.49756,1.1239
NREM,0.01509,0.99902,5.24488,2.2478,1.1239
NREM,0.01812,0.87415,4.74537,1.99805,0.87415
NREM,0.0137,0.99902,5.24488,2.12293,0.62439
NREM,0.01178,0.74927,5.12,2.2478,0.62439
NREM,0.01956,0.87415,4.49561,2.2478,0.87415
NREM,0.01064,0.99902,5.49463,2.74732,0.87415
NREM,0.01597,0.99902,5.12,2.62244,0.99902
NREM,0.01124,1.1239,4.87024,2.8722,0.74927
NREM,0.01106,0.99902,4.74537,2.37268,0.74927
NREM,0.02118,0.99902,4.74537,2.12293,0.62439
NREM,0.01352,0.99902,4.87024,2.12293,1.1239
NREM,0.0178,0.99902,4.74537,2.2478,0.87415
NREM,0.02023,0.87415,4.62049,2.12293,0.87415
NREM,0.014,0.87415,4.74537,2.2478,0.87415
NREM,0.01348,0.99902,4.87024,2.12293,1.1239
NREM,0.01186,0.99902,4.99512,2.12293,0.99902
NREM,0.0232,0.87415,4.37073,1.74829,0.87415
NREM,0.01913,0.99902,4.74537,1.99805,1.1239
NREM,0.02589,0.99902,3.9961,1.74829,1.1239
NREM,0.01602,0.99902,4.87024,2.12293,1.1239
NREM,0.01792,0.99902,4.74537,1.99805,1.1239
NREM,0.03736,0.99902,4.24585,1.99805,1.1239
NREM,0.01277,1.1239,4.49561,2.37268,1.1239
NREM,0.02141,0.87415,4.62049,2.12293,0.62439
NREM,0.01545,0.99902,4.62049,2.37268,1.1239
NREM,0.01468,0.99902,4.62049,2.2478,1.1239
NREM,0.01525,0.87415,4.62049,2.12293,0.62439
NREM,0.01193,0.99902,4.99512,2.74732,0.62439
NREM,0.01079,0.99902,4.62049,1.99805,1.1239
NREM,0.01655,0.99902,4.37073,2.12293,0.87415
NREM,0.01444,0.87415,4.99512,2.49756,0.74927
NREM,0.02096,0.87415,4.24585,1.99805,0.74927
NREM,0.01404,0.99902,4.74537,2.37268,1.1239
NREM,0.01996,0.99902,4.37073,2.12293,0.99902
NREM,0.01808,0.87415,4.37073,2.12293,0.74927
NREM,0.01299,0.87415,4.62049,2.37268,0.87415
NREM,0.01385,0.87415,4.87024,2.2478,0.87415
NREM,0.03084,0.99902,4.24585,1.99805,0.99902
NREM,0.01869,0.99902,4.49561,1.99805,0.99902
NREM,0.02057,0.87415,4.62049,2.2478,0.87415
NREM,0.02433,0.87415,4.62049,1.99805,0.49951
NREM,0.01525,0.99902,4.24585,2.2478,0.99902
NREM,0.02276,0.87415,4.49561,2.2478,0.74927
NREM,0.02854,0.87415,4.12098,1.74829,0.87415
NREM,0.128,0.49951,4.24585,0.99902,0.49951
NREM,0.01233,1.24878,5.36976,2.62244,1.49854
NREM,0.00195,0.62439,7.86732,2.99707,0.49951
NREM,0.14269,0.49951,3.49659,1.1239,0.62439
NREM,0.00325,0.99902,5.86927,2.74732,0.24976
NREM,0.01222,0.62439,4.99512,2.12293,0.49951
NREM,0.01383,1.1239,4.37073,2.12293,1.37366
NREM,0.00543,0.99902,5.36976,2.74732,0.99902
NREM,0.0076,1.37366,5.24488,2.49756,0.49951
NREM,0.01402,0.99902,5.24488,2.37268,0.99902
NREM,0.02912,0.87415,4.12098,1.62341,0.62439
NREM,0.01574,0.99902,4.24585,1.87317,0.74927
NREM,0.01777,0.99902,4.24585,1.87317,0.99902
NREM,0.00791,0.74927,5.24488,2.62244,0.62439
NREM,0.01525,0.37463,4.87024,1.74829,0.24976
NREM,0.02753,1.1239,5.49463,2.49756,0.99902
NREM,0.00449,1.1239,5.99415,2.49756,1.1239
NREM,0.00485,1.1239,5.49463,2.62244,0.49951
NREM,0.00691,1.37366,4.99512,2.74732,1.37366
NREM,0.00452,1.1239,5.61951,2.8722,0.87415
NREM,0.00959,1.1239,5.24488,2.49756,0.99902
NREM,0.00811,0.74927,4.99512,2.12293,0.74927
NREM,0.00704,1.1239,5.24488,2.62244,0.87415
NREM,0.00371,1.37366,5.86927,3.12195,1.1239
NREM,0.01891,0.87415,4.99512,2.12293,0.87415
NREM,0.00313,1.1239,6.2439,2.99707,0.74927
NREM,0.00937,0.99902,5.24488,2.62244,0.99902
NREM,0.01166,0.99902,5.12,2.74732,0.99902
NREM,0.00869,0.99902,4.62049,2.62244,0.99902
NREM,0.00276,1.74829,5.74439,3.24683,0.49951
REM,0.00426,0.99902,6.11902,3.24683,0.49951
REM,0.00715,0.62439,5.49463,2.49756,0.49951
REM,0.00154,1.62341,6.2439,3.74634,1.24878
REM,0.00187,1.62341,6.2439,3.74634,0.99902
REM,0.00126,1.49854,6.74341,3.74634,0.49951
REM,0.00455,0.87415,5.99415,2.8722,0.49951
REM,0.00122,1.24878,6.99317,4.12098,0.49951
REM,0.00468,1.37366,4.99512,2.99707,1.37366
REM,0.00424,0.74927,5.61951,2.62244,0.37463
REM,0.00381,0.87415,5.24488,2.62244,0.62439
REM,0.01122,0.74927,4.37073,2.12293,0.62439
REM,0.00241,0.99902,5.86927,3.24683,0.49951
REM,0.00096,1.37366,6.99317,3.87122,0.74927
REM,0.00171,1.37366,5.86927,3.62146,0.99902
REM,0.00526,0.99902,5.12,2.74732,0.37463
REM,0.00476,0.87415,5.12,2.62244,0.37463
REM,0.00213,1.1239,6.11902,3.24683,0.37463
REM,0.00192,1.74829,5.36976,3.37171,2.2478
REM,0.00131,1.1239,6.49366,3.49659,0.87415
REM,0.00155,1.1239,6.61854,3.24683,0.62439
REM,0.00543,0.74927,5.36976,2.49756,0.62439
REM,0.00456,0.87415,5.36976,2.62244,0.49951
REM,0.0028,0.99902,5.61951,2.8722,1.1239
REM,0.00463,0.87415,5.36976,2.74732,0.49951
REM,0.0037,0.99902,5.61951,2.8722,0.87415
REM,0.00114,1.1239,7.11805,3.74634,0.49951
REM,0.0013,1.49854,6.86829,3.9961,0.49951
REM,0.00986,0.87415,4.24585,2.12293,0.62439
REM,0.00528,0.74927,4.87024,2.49756,0.49951
REM,0.00539,0.74927,4.99512,2.2478,0.74927
REM,0.00306,0.74927,5.99415,2.74732,0.62439
REM,0.00287,1.1239,5.74439,3.24683,0.49951
REM,0.00416,1.1239,4.62049,2.49756,0.49951
REM,0.00122,1.24878,6.36878,3.74634,1.37366
REM,0.00115,1.1239,7.24293,3.87122,0.62439
REM,0.00157,0.99902,7.74244,3.62146,0.49951
REM,0.0016,1.37366,7.24293,3.74634,0.49951
REM,0.00434,0.74927,5.36976,2.74732,0.62439
REM,0.00409,1.1239,5.12,2.8722,0.49951
REM,0.00301,0.99902,5.61951,3.12195,0.87415
REM,0.00129,0.99902,6.36878,3.49659,0.49951
REM,0.00115,0.74927,6.61854,3.37171,0.49951
REM,0.00147,1.49854,6.61854,3.9961,0.49951
REM,0.01333,0.37463,4.87024,1.49854,0.24976
REM,0.00589,0.37463,5.24488,1.87317,0.37463
REM,0.00284,1.49854,5.61951,3.12195,2.12293
REM,0.00268,1.1239,5.49463,2.99707,0.87415
REM,0.00365,0.99902,5.36976,2.74732,0.99902
REM,0.00119,1.49854,6.99317,4.12098,0.74927
REM,0.001,1.24878,6.74341,3.62146,0.62439
REM,0.00089,1.49854,6.74341,4.12098,0.49951
REM,0.0012,1.74829,6.61854,3.87122,0.37463
REM,0.00153,1.24878,6.36878,3.74634,1.1239
REM,0.00133,1.62341,6.2439,3.74634,0.37463
REM,0.00119,1.24878,6.11902,3.37171,0.99902
REM,0.0013,1.49854,6.49366,3.74634,0.49951
REM,0.00187,1.1239,6.36878,3.49659,0.49951
REM,0.00203,1.1239,6.2439,3.37171,0.49951
REM,0.00122,0.99902,7.49268,3.74634,0.49951
REM,0.00102,1.24878,6.49366,3.62146,0.62439
REM,0.0016,1.1239,6.36878,3.74634,0.49951
REM,0.00355,0.87415,5.12,3.12195,0.74927
REM,0.00103,1.62341,6.61854,3.74634,0.37463
REM,0.00132,1.1239,6.2439,3.49659,0.49951
REM,0.00144,1.24878,6.49366,3.9961,0.62439
REM,0.00093,1.37366,7.11805,4.24585,0.99902
NREM,0.00144,0.87415,6.61854,3.12195,0.37463
NREM,0.00102,0.99902,7.24293,3.62146,0.74927
NREM,0.00302,0.99902,6.11902,2.62244,0.99902
NREM,0.00327,1.24878,5.49463,2.74732,0.49951
NREM,0.00522,0.99902,5.61951,2.49756,0.62439
NREM,0.00157,0.99902,7.11805,3.74634,0.37463
NREM,0.00134,1.24878,7.24293,3.74634,0.49951
NREM,0.00196,1.24878,7.61756,3.49659,1.37366
NREM,0.00553,0.99902,5.49463,2.49756,1.1239
NREM,0.00361,0.99902,5.99415,2.74732,0.99902
NREM,0.01237,0.99902,5.12,2.49756,1.1239
NREM,0.00624,0.99902,5.12,2.49756,1.1239
NREM,0.00268,0.74927,6.86829,2.62244,0.62439
NREM,0.00203,1.24878,6.11902,3.37171,0.49951
NREM,0.00596,0.99902,5.24488,2.99707,0.87415
NREM,0.00799,1.1239,4.49561,2.62244,0.99902
NREM,0.00548,1.24878,4.62049,2.8722,1.24878
NREM,0.00202,1.37366,5.99415,3.74634,0.62439
NREM,0.00548,0.99902,5.36976,2.62244,0.62439
NREM,0.00274,1.1239,5.86927,3.62146,0.99902
NREM,0.00415,1.1239,5.74439,2.99707,1.1239
NREM,0.00416,0.87415,5.49463,2.74732,0.74927
NREM,0.00229,1.37366,6.49366,3.37171,1.49854
NREM,0.0024,1.37366,6.36878,3.49659,0.87415
NREM,0.0054,0.99902,5.36976,2.62244,0.99902
NREM,0.00302,1.24878,6.99317,3.37171,0.74927
NREM,0.0035,1.37366,5.86927,3.49659,0.74927
NREM,0.0047,1.24878,6.49366,3.37171,0.49951
NREM,0.00392,1.49854,5.49463,3.24683,0.62439
NREM,0.00541,0.99902,5.24488,2.62244,1.24878
NREM,0.00436,1.1239,6.11902,3.37171,0.99902
NREM,0.00891,1.1239,5.36976,2.8722,1.24878
NREM,0.00871,0.87415,5.24488,2.62244,0.62439
NREM,0.00619,1.24878,5.36976,2.8722,1.24878
NREM,0.00516,0.99902,5.61951,3.24683,0.74927
