Sleep_Stage,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2
REM,0.00426,0.87415,6.2439,3.12195,0.49951
REM,0.00325,1.1239,6.36878,3.62146,0.99902
REM,0.00246,1.1239,6.36878,3.87122,0.62439
REM,0.00279,0.99902,6.74341,3.74634,0.62439
REM,0.00292,1.1239,6.61854,3.37171,0.99902
REM,0.00249,1.37366,6.74341,4.49561,0.62439
REM,0.00197,1.49854,6.99317,4.37073,0.49951
REM,0.0021,1.37366,6.49366,3.9961,0.74927
REM,0.00166,1.37366,6.86829,3.9961,1.24878
REM,0.0017,1.24878,6.61854,3.74634,0.62439
REM,0.00166,1.37366,6.61854,3.9961,0.74927
REM,0.00204,1.37366,6.61854,4.12098,0.74927
REM,0.00155,1.24878,6.74341,3.87122,1.24878
REM,0.00146,1.1239,6.74341,3.74634,0.62439
REM,0.0018,1.37366,6.86829,4.12098,0.37463
REM,0.00164,0.99902,6.86829,4.24585,0.62439
REM,0.00169,1.37366,6.61854,3.62146,1.37366
REM,0.00215,1.62341,6.49366,4.12098,0.37463
REM,0.00273,1.1239,6.36878,3.74634,0.62439
REM,0.00195,1.24878,6.99317,3.9961,0.87415
REM,0.00192,0.99902,7.3678,3.74634,0.87415
REM,0.00185,1.87317,6.99317,4.74537,1.1239
REM,0.00198,1.24878,6.61854,3.87122,0.49951
REM,0.00177,1.37366,6.36878,3.9961,0.74927
REM,0.00182,1.24878,6.86829,3.9961,0.49951
REM,0.00139,1.37366,6.99317,4.24585,0.62439
REM,0.00158,1.37366,6.36878,3.87122,0.62439
REM,0.00176,1.24878,6.61854,3.9961,0.87415
REM,0.00132,1.37366,7.24293,4.24585,0.87415
REM,0.00222,1.24878,6.49366,3.62146,0.74927
REM,0.00157,1.49854,6.36878,3.74634,0.37463
REM,0.00153,1.24878,8.24195,4.37073,0.49951
REM,0.00223,1.99805,7.49268,4.37073,0.49951
REM,0.00112,1.37366,7.24293,3.9961,0.37463
REM,0.00199,1.37366,6.74341,3.9961,0.62439
REM,0.00171,1.24878,6.99317,4.37073,0.74927
REM,0.00116,1.37366,7.11805,4.12098,0.49951
REM,0.00181,1.1239,6.36878,3.12195,0.74927
REM,0.00144,1.24878,6.86829,4.37073,0.62439
REM,0.00197,1.24878,6.61854,3.9961,0.37463
REM,0.002,1.1239,6.49366,3.9961,0.99902
REM,0.00181,1.24878,6.2439,3.74634,0.49951
REM,0.00139,1.37366,7.24293,4.12098,0.37463
REM,0.00219,1.1239,8.61659,3.87122,0.62439
REM,0.00187,1.1239,7.9922,3.9961,0.62439
REM,0.00176,1.1239,8.49171,4.37073,0.74927
REM,0.00168,1.24878,7.74244,4.37073,0.49951
REM,0.0022,0.99902,6.86829,3.87122,0.74927
REM,0.00206,0.99902,6.74341,3.12195,0.62439
REM,0.00158,1.1239,6.61854,3.62146,0.49951
REM,0.00191,1.37366,6.61854,3.49659,0.62439
REM,0.00129,1.24878,8.11707,3.87122,1.24878
REM,0.00127,1.37366,6.99317,4.49561,1.1239
REM,0.00207,1.37366,6.2439,3.49659,0.87415
REM,0.00154,1.24878,6.61854,3.74634,1.24878
REM,0.00194,1.24878,7.9922,3.9961,0.62439
NREM,0.00141,1.37366,8.36683,4.12098,0.74927
NREM,0.00248,1.24878,7.74244,3.62146,0.99902
NREM,0.01105,0.49951,6.36878,1.62341,0.37463
NREM,0.00174,1.24878,7.24293,3.87122,0.49951
NREM,0.00187,1.1239,9.24098,4.62049,0.62439
NREM,0.0019,1.24878,7.11805,4.24585,0.74927
NREM,0.00176,1.1239,7.11805,3.74634,0.87415
NREM,0.0031,0.99902,6.49366,3.24683,0.49951
NREM,0.00259,1.24878,6.2439,3.87122,0.99902
NREM,0.0053,0.87415,5.86927,2.74732,0.62439
NREM,0.00471,0.87415,6.2439,2.74732,0.74927
NREM,0.00449,0.87415,6.11902,2.99707,0.62439
NREM,0.00366,1.24878,6.49366,3.49659,0.49951
NREM,0.0037,1.1239,6.11902,3.24683,0.62439
NREM,0.00329,0.99902,6.36878,3.24683,0.87415
NREM,0.00309,1.49854,6.2439,3.49659,0.74927
NREM,0.00273,1.1239,6.99317,3.12195,0.87415
NREM,0.00323,1.24878,6.49366,3.87122,0.62439
NREM,0.00278,1.24878,6.11902,3.62146,1.1239
NREM,0.00406,1.1239,5.86927,2.74732,0.62439
NREM,0.00311,1.24878,6.49366,3.37171,0.62439
NREM,0.00508,1.1239,6.2439,2.99707,1.24878
NREM,0.00424,0.87415,6.49366,2.99707,0.74927
NREM,0.00216,1.1239,7.11805,3.74634,0.74927
NREM,0.00507,1.1239,6.2439,2.99707,0.87415
NREM,0.0049,0.99902,6.11902,2.99707,0.87415
NREM,0.00435,0.99902,6.11902,3.12195,0.62439
NREM,0.00202,1.49854,6.61854,4.37073,0.62439
NREM,0.00153,1.99805,6.2439,4.37073,0.87415
NREM,0.00245,0.87415,6.36878,3.74634,0.74927
NREM,0.00223,1.24878,6.86829,4.12098,1.1239
NREM,0.00223,1.1239,6.49366,3.87122,0.62439
NREM,0.00201,1.49854,6.2439,4.12098,0.99902
REM,0.00144,1.37366,6.86829,4.37073,0.49951
NREM,0.00239,1.1239,7.3678,4.12098,0.49951
NREM,0.00213,0.99902,7.11805,3.87122,0.62439
NREM,0.00201,1.49854,6.99317,4.62049,0.49951
NREM,0.00195,1.1239,7.11805,3.37171,1.24878
NREM,0.00391,0.74927,6.11902,3.12195,0.62439
NREM,0.00367,0.87415,5.99415,3.12195,0.87415
NREM,0.00193,1.1239,7.74244,4.24585,0.87415
REM,0.00224,1.24878,6.49366,4.12098,0.62439
REM,0.00288,0.87415,6.61854,3.37171,0.62439
REM,0.00168,1.99805,6.74341,4.49561,0.62439
REM,0.00261,0.87415,7.86732,3.49659,0.49951
REM,0.00255,1.24878,6.74341,3.74634,0.62439
NREM,0.00616,0.74927,6.86829,2.49756,0.74927
NREM,0.00279,1.49854,6.99317,3.9961,0.74927
NREM,0.00234,1.49854,6.74341,3.9961,1.1239
NREM,0.00224,1.24878,7.11805,3.74634,0.87415
NREM,0.00223,1.62341,6.61854,3.9961,1.1239
NREM,0.00225,1.62341,7.11805,3.9961,0.87415
NREM,0.00328,1.1239,6.36878,3.37171,0.49951
NREM,0.00459,0.99902,6.99317,2.8722,0.99902
NREM,0.00402,1.24878,6.99317,3.37171,0.74927
NREM,0.00399,1.1239,6.74341,3.49659,0.62439
NREM,0.0068,0.87415,6.36878,2.8722,0.62439
NREM,0.0069,0.87415,6.36878,3.12195,0.62439
NREM,0.00644,0.99902,7.24293,2.99707,0.62439
NREM,0.00558,1.24878,6.2439,3.37171,0.99902
NREM,0.00323,1.24878,7.49268,3.74634,0.74927
NREM,0.00378,1.24878,7.24293,3.74634,0.74927
NREM,0.0038,1.24878,6.86829,3.37171,0.62439
NREM,0.0035,1.24878,6.99317,3.37171,0.62439
NREM,0.00312,1.74829,7.11805,3.87122,0.74927
NREM,0.0031,1.24878,7.74244,4.12098,0.99902
NREM,0.00357,1.24878,7.3678,3.49659,0.99902
NREM,0.00552,0.99902,6.61854,3.12195,0.87415
NREM,0.00523,1.1239,7.24293,3.24683,0.49951
NREM,0.00371,1.62341,7.61756,3.9961,0.99902
NREM,0.00322,1.49854,7.24293,3.74634,1.1239
NREM,0.00312,1.24878,7.74244,3.87122,0.62439
NREM,0.00465,0.99902,7.11805,3.37171,0.74927
NREM,0.00365,1.1239,7.11805,3.62146,0.74927
NREM,0.00446,1.37366,6.99317,3.49659,0.74927
NREM,0.00573,0.99902,6.11902,3.12195,0.87415
NREM,0.00464,1.1239,7.49268,3.37171,0.74927
NREM,0.00609,1.24878,6.36878,3.37171,0.62439
NREM,0.00702,0.99902,6.11902,2.74732,0.87415
NREM,0.00714,0.87415,6.74341,2.62244,0.74927
NREM,0.00435,1.37366,6.61854,3.87122,0.62439
NREM,0.00909,0.99902,6.36878,2.99707,0.87415
NREM,0.00842,0.99902,6.11902,2.99707,0.74927
NREM,0.00721,0.99902,6.2439,2.99707,0.62439
NREM,0.01016,1.1239,5.49463,2.8722,1.24878
NREM,0.00802,0.99902,6.2439,2.8722,0.99902
NREM,0.01098,0.87415,5.99415,2.62244,0.62439
NREM,0.00851,0.87415,6.11902,2.74732,0.87415
NREM,0.01166,0.62439,5.74439,2.2478,0.37463
NREM,0.00924,0.62439,6.11902,2.37268,0.49951
NREM,0.01072,0.74927,5.86927,2.49756,0.62439
NREM,0.0076,0.74927,6.2439,2.62244,0.49951
NREM,0.00784,0.62439,6.49366,2.74732,0.49951
NREM,0.01254,0.62439,5.74439,1.87317,0.49951
NREM,0.01631,0.37463,5.74439,1.62341,0.37463
NREM,0.00916,0.49951,6.99317,2.49756,0.37463
NREM,0.00712,0.74927,6.2439,3.12195,0.37463
NREM,0.00541,0.99902,6.49366,3.24683,0.87415
NREM,0.0053,0.87415,6.74341,3.12195,0.62439
NREM,0.00467,1.24878,6.36878,3.74634,0.87415
NREM,0.00411,1.24878,7.49268,3.74634,0.99902
NREM,0.00475,1.24878,6.11902,3.37171,0.87415
NREM,0.00388,1.37366,6.2439,3.74634,0.62439
NREM,0.00663,0.99902,5.86927,3.12195,0.62439
NREM,0.00504,1.37366,6.36878,3.49659,0.49951
NREM,0.00633,0.87415,5.86927,2.74732,0.74927
NREM,0.0065,0.99902,5.74439,3.24683,0.49951
NREM,0.00813,0.74927,6.2439,2.8722,0.74927
NREM,0.00561,0.87415,6.11902,3.24683,0.49951
NREM,0.00556,1.37366,6.2439,3.24683,0.74927
NREM,0.00608,0.99902,5.86927,2.99707,0.87415
NREM,0.00741,0.87415,5.99415,2.62244,0.74927
NREM,0.00732,0.87415,5.86927,3.12195,0.62439
NREM,0.00486,1.37366,6.2439,3.62146,0.62439
NREM,0.00866,0.74927,5.86927,2.8722,0.49951
NREM,0.00671,0.87415,5.86927,2.99707,0.49951
NREM,0.00847,0.87415,5.61951,2.49756,0.87415
NREM,0.00776,0.99902,5.74439,2.74732,1.1239
NREM,0.00917,0.87415,5.61951,2.62244,0.74927
NREM,0.00693,0.87415,5.86927,2.74732,0.37463
NREM,0.00836,0.74927,5.61951,2.99707,0.49951
NREM,0.00859,0.87415,5.99415,2.8722,0.49951
NREM,0.00893,0.74927,5.74439,2.8722,0.74927
NREM,0.00547,0.99902,6.49366,3.37171,0.74927
NREM,0.00754,0.87415,5.86927,2.74732,0.74927
NREM,0.0069,0.74927,6.11902,2.8722,0.62439
NREM,0.01235,0.74927,5.61951,2.2478,0.62439
NREM,0.00684,0.87415,5.74439,3.12195,0.62439
NREM,0.00681,0.87415,5.99415,3.24683,0.74927
NREM,0.01257,0.62439,5.49463,2.2478,0.49951
NREM,0.00715,0.99902,5.74439,3.12195,0.87415
NREM,0.00602,1.1239,6.11902,3.49659,0.49951
NREM,0.00826,0.87415,5.61951,2.74732,0.37463
NREM,0.00723,0.87415,5.86927,2.74732,0.62439
NREM,0.01041,0.62439,5.61951,2.2478,0.62439
NREM,0.00659,0.99902,6.11902,3.12195,0.62439
NREM,0.00778,0.62439,5.99415,2.8722,0.62439
NREM,0.00472,1.1239,5.99415,3.49659,0.87415
NREM,0.00791,0.62439,5.86927,3.12195,0.62439
NREM,0.00849,0.87415,5.74439,2.74732,0.74927
NREM,0.0152,0.74927,5.24488,2.2478,0.62439
NREM,0.00758,0.87415,6.11902,3.24683,0.62439
NREM,0.01112,0.87415,5.36976,2.2478,0.87415
NREM,0.00634,0.99902,5.99415,2.8722,0.62439
NREM,0.00767,0.87415,5.99415,2.8722,0.49951
NREM,0.00753,0.74927,5.99415,2.74732,0.62439
NREM,0.00851,0.74927,5.74439,2.74732,0.49951
NREM,0.00846,0.87415,5.74439,2.8722,0.62439
NREM,0.00768,0.87415,6.11902,2.99707,0.49951
NREM,0.00882,0.74927,5.74439,2.74732,0.74927
NREM,0.00965,0.87415,5.74439,2.74732,0.62439
NREM,0.37669,0.37463,3.37171,1.1239,0.24976
NREM,0.02213,0.24976,5.49463,1.37366,0.12488
NREM,0.0023,0.99902,7.49268,4.24585,0.62439
NREM,0.00322,0.99902,7.86732,3.49659,0.99902
NREM,0.00382,0.99902,7.11805,3.9961,0.99902
NREM,0.00385,1.1239,7.86732,3.62146,0.99902
NREM,0.00287,1.37366,7.61756,3.74634,0.87415
NREM,0.00266,0.99902,7.3678,3.74634,0.74927
NREM,0.00731,0.87415,6.74341,2.74732,0.74927
NREM,0.0026,1.37366,7.24293,3.87122,0.87415
NREM,0.00264,1.37366,7.3678,3.74634,0.99902
NREM,0.00291,1.37366,7.11805,3.9961,0.74927
NREM,0.00749,0.99902,6.49366,2.8722,0.74927
NREM,0.00261,1.37366,7.11805,4.12098,0.99902
NREM,0.00384,0.87415,7.11805,2.8722,0.74927
NREM,0.00568,0.87415,6.2439,3.12195,0.74927
NREM,0.00212,1.49854,7.61756,3.9961,0.99902
NREM,0.00815,0.87415,6.11902,2.62244,0.74927
NREM,0.00307,1.1239,6.99317,3.62146,0.62439
NREM,0.0029,1.24878,6.99317,3.87122,0.99902
NREM,0.00306,1.37366,7.49268,3.87122,1.1239
NREM,0.00409,0.99902,6.99317,3.24683,0.87415
NREM,0.00275,1.37366,7.3678,3.87122,0.74927
NREM,0.00486,1.1239,6.86829,3.37171,1.24878
NREM,0.00237,1.49854,7.61756,4.12098,0.87415
NREM,0.00378,1.1239,7.24293,3.74634,0.62439
NREM,0.00522,1.1239,6.74341,3.24683,0.74927
NREM,0.00311,1.24878,7.49268,4.24585,0.99902
NREM,0.00216,1.49854,7.74244,4.37073,0.99902
NREM,0.00294,1.37366,7.3678,3.62146,0.87415
NREM,0.0042,1.1239,6.74341,3.62146,0.74927
NREM,0.00142,1.24878,8.74146,4.62049,0.49951
NREM,0.00199,0.99902,8.11707,3.87122,0.49951
NREM,0.00295,1.1239,7.61756,3.62146,0.62439
NREM,0.00285,0.99902,7.74244,3.12195,0.87415
NREM,0.00405,0.99902,6.99317,2.74732,0.99902
NREM,0.00191,1.1239,8.36683,4.37073,0.99902
NREM,0.00242,1.24878,8.36683,4.12098,0.62439
NREM,0.00141,1.87317,7.3678,4.62049,1.1239
NREM,0.00338,1.37366,7.11805,3.49659,0.87415
NREM,0.00203,1.49854,7.74244,4.12098,0.49951
NREM,0.005,0.87415,6.36878,3.12195,0.87415
NREM,0.00394,0.99902,6.74341,3.24683,0.62439
NREM,0.00252,1.1239,6.74341,3.74634,0.74927
NREM,0.00248,1.1239,7.11805,3.74634,0.62439
NREM,0.00262,1.49854,6.86829,3.74634,0.99902
NREM,0.00319,1.49854,6.2439,3.49659,0.74927
NREM,0.00398,1.24878,6.2439,3.37171,0.99902
NREM,0.00278,1.24878,6.74341,3.9961,1.1239
NREM,0.00355,0.87415,7.11805,2.99707,0.74927
NREM,0.00322,1.37366,6.86829,3.62146,0.99902
NREM,0.0022,1.62341,7.86732,3.87122,0.62439
NREM,0.00353,0.99902,7.11805,3.9961,0.87415
NREM,0.00257,1.24878,6.61854,3.87122,0.99902
NREM,0.00284,1.24878,7.3678,3.74634,1.1239
NREM,0.00272,1.49854,7.11805,4.24585,0.99902
NREM,0.00286,1.49854,6.86829,3.9961,0.49951
NREM,0.00339,1.37366,6.74341,3.87122,0.74927
NREM,0.00233,1.62341,7.3678,3.9961,1.1239
NREM,0.00422,0.99902,6.61854,3.24683,0.74927
NREM,0.0027,1.62341,7.49268,4.37073,0.62439
NREM,0.00495,0.87415,7.11805,3.12195,0.87415
NREM,0.0028,1.37366,6.99317,4.12098,0.99902
NREM,0.00351,1.1239,6.86829,3.49659,0.74927
NREM,0.00452,0.87415,7.3678,3.49659,0.74927
NREM,0.00334,1.49854,6.74341,3.74634,0.87415
NREM,0.00275,1.24878,6.86829,3.74634,1.1239
NREM,0.00372,0.99902,7.49268,3.62146,0.74927
NREM,0.00321,1.1239,7.24293,3.87122,0.62439
NREM,0.0035,1.24878,6.74341,3.9961,0.87415
NREM,0.00304,1.37366,6.74341,3.49659,0.74927
NREM,0.00266,1.74829,6.86829,4.24585,0.49951
NREM,0.00541,0.87415,7.11805,2.99707,0.87415
NREM,0.00252,1.24878,7.3678,4.24585,0.99902
NREM,0.004,0.87415,7.74244,3.74634,0.62439
NREM,0.00271,1.74829,7.49268,3.9961,0.49951
NREM,0.00245,1.37366,7.49268,4.49561,1.1239
NREM,0.00271,1.37366,7.3678,3.87122,0.49951
NREM,0.00368,1.1239,7.61756,3.49659,1.24878
NREM,0.00305,0.99902,6.99317,3.87122,0.74927
NREM,0.00511,0.87415,6.99317,3.12195,0.87415
NREM,0.00479,0.99902,7.24293,3.12195,1.1239
NREM,0.00289,1.24878,8.11707,3.87122,1.24878
NREM,0.00276,1.37366,6.99317,4.24585,0.74927
NREM,0.00248,1.62341,6.99317,4.37073,0.62439
NREM,0.00301,1.62341,7.61756,4.24585,0.49951
REM,0.00206,1.1239,6.86829,2.74732,0.49951
NREM,0.00348,0.99902,7.49268,2.99707,0.62439
NREM,0.0022,1.37366,7.74244,4.62049,0.74927
NREM,0.00262,1.24878,7.24293,4.24585,1.24878
NREM,0.00299,0.87415,6.2439,3.37171,0.62439
REM,0.00146,1.1239,7.11805,3.9961,0.74927
REM,0.00149,1.24878,6.49366,3.62146,0.62439
REM,0.00186,1.24878,5.99415,3.12195,0.74927
REM,0.00135,1.1239,7.74244,3.62146,0.49951
REM,0.0015,1.37366,7.74244,4.24585,0.37463
REM,0.00191,0.99902,6.61854,3.74634,0.87415
REM,0.00186,1.24878,6.74341,3.9961,0.74927
REM,0.00187,1.1239,6.74341,3.87122,0.49951
REM,0.00171,1.49854,6.36878,3.9961,0.87415
REM,0.00138,1.24878,6.74341,4.37073,0.87415
REM,0.00149,0.99902,6.36878,3.74634,0.74927
REM,0.0017,1.24878,6.99317,3.62146,1.1239
REM,0.00206,1.49854,6.99317,3.62146,0.62439
REM,0.00161,1.24878,6.49366,3.87122,0.62439
REM,0.0016,1.24878,6.36878,3.87122,0.49951
REM,0.00179,1.1239,6.2439,4.12098,1.1239
REM,0.00183,1.62341,6.36878,3.9961,0.49951
REM,0.00136,1.37366,6.74341,4.37073,0.62439
REM,0.00126,1.24878,6.36878,4.12098,0.74927
REM,0.00121,1.37366,6.74341,3.9961,0.62439
REM,0.00133,1.24878,6.36878,4.12098,0.37463
REM,0.37657,0.74927,2.37268,0.99902,0.87415
REM,0.00359,0.12488,7.86732,2.8722,0.12488
REM,0.00159,0.99902,7.11805,3.74634,0.87415
REM,0.00235,1.1239,6.74341,3.74634,0.87415
REM,0.00147,1.49854,6.99317,4.12098,0.62439
REM,0.00109,1.37366,7.49268,3.9961,0.74927
REM,0.00147,1.1239,6.2439,3.49659,0.62439
REM,0.0012,1.49854,7.61756,3.9961,1.1239
REM,0.00134,1.37366,6.99317,3.87122,1.1239
REM,0.00128,1.1239,7.11805,3.74634,0.99902
REM,0.00159,1.49854,6.99317,4.49561,0.74927
REM,0.00179,1.49854,6.49366,3.87122,1.1239
REM,0.00125,1.62341,6.86829,4.49561,0.99902
REM,0.00159,0.99902,6.11902,3.49659,0.62439
REM,0.0014,1.37366,7.11805,4.37073,0.49951
REM,0.00125,1.74829,6.61854,3.87122,2.12293
NREM,0.00176,0.99902,8.24195,4.12098,0.49951
REM,0.0017,1.24878,6.74341,3.87122,0.87415
REM,0.00146,1.74829,6.74341,4.37073,0.62439
REM,0.00103,1.49854,7.11805,4.24585,0.74927
REM,0.00153,1.37366,6.49366,4.12098,0.99902
REM,0.0012,1.37366,6.99317,3.87122,0.62439
REM,0.00157,0.74927,6.86829,3.37171,0.49951
REM,0.00175,0.99902,6.61854,3.87122,0.49951
REM,0.00145,0.99902,6.74341,3.62146,0.99902
REM,0.00153,1.24878,6.61854,3.49659,0.49951
REM,0.00198,0.99902,7.49268,3.49659,0.62439
REM,0.00183,1.24878,6.61854,4.62049,0.99902
REM,0.00206,1.49854,6.86829,3.87122,0.37463
REM,0.00161,1.62341,6.61854,4.37073,0.49951
REM,0.00107,1.49854,7.3678,4.24585,0.74927
REM,0.00181,0.99902,6.49366,4.37073,0.74927
REM,0.00166,1.24878,6.36878,3.9961,0.87415
REM,0.001,1.62341,6.74341,4.24585,0.99902
REM,0.002,1.1239,6.36878,3.62146,0.99902
REM,0.00136,1.37366,6.99317,3.9961,0.99902
REM,0.00141,1.1239,6.2439,3.37171,0.37463
REM,0.00143,1.24878,6.74341,3.9961,0.74927
REM,0.00131,1.49854,6.61854,3.9961,0.74927
REM,0.00135,0.99902,7.9922,3.87122,0.49951
REM,0.00141,1.1239,7.24293,4.49561,0.49951
REM,0.0016,1.24878,6.86829,4.12098,0.62439
REM,0.00165,1.37366,6.49366,3.9961,0.62439
REM,0.00142,1.49854,6.49366,3.87122,0.74927
REM,0.00133,1.1239,7.11805,3.62146,0.62439
REM,0.00178,0.87415,6.36878,3.12195,0.62439
REM,0.00135,1.37366,6.86829,4.62049,0.49951
REM,0.002,1.49854,6.36878,4.24585,0.62439
REM,0.00171,1.62341,6.36878,3.9961,1.1239
REM,0.00159,1.37366,6.49366,4.37073,0.37463
REM,0.00121,1.62341,6.74341,4.12098,0.99902
REM,0.00113,1.37366,6.61854,4.24585,0.49951
REM,0.00098,1.1239,6.74341,4.12098,0.99902
REM,0.00151,1.24878,6.36878,3.87122,0.37463
REM,0.00127,1.62341,6.61854,4.12098,0.99902
REM,0.0018,1.1239,6.49366,3.37171,0.37463
REM,0.00128,1.24878,7.3678,4.12098,0.62439
REM,0.00244,1.1239,6.74341,3.87122,0.49951
REM,0.00161,1.62341,6.61854,4.37073,0.62439
REM,0.00191,1.37366,6.74341,4.37073,0.87415
REM,0.00158,1.62341,6.74341,4.62049,0.49951
REM,0.00195,0.99902,6.86829,3.87122,0.87415
REM,0.00199,1.1239,6.74341,3.49659,0.74927
REM,0.00136,1.24878,6.61854,4.24585,1.1239
REM,0.00178,1.62341,6.49366,3.9961,1.1239
REM,0.00184,1.62341,6.61854,4.37073,0.49951
REM,0.59919,0.49951,2.12293,0.87415,0.62439
NREM,0.00217,1.24878,8.86634,3.9961,0.99902
NREM,0.00179,1.37366,7.11805,4.24585,0.74927
NREM,0.00243,0.99902,7.86732,3.74634,0.49951
NREM,0.00257,1.37366,7.24293,4.12098,1.24878
NREM,0.00362,0.74927,6.99317,3.12195,0.62439
NREM,0.00239,1.37366,7.49268,3.9961,0.74927
NREM,0.00253,1.24878,7.49268,4.12098,0.87415
NREM,0.00275,1.24878,6.99317,3.87122,0.62439
NREM,0.00275,1.49854,6.99317,3.9961,0.87415
NREM,0.00258,1.74829,6.61854,3.9961,0.62439
NREM,0.00651,0.87415,6.2439,2.37268,0.49951
NREM,0.00279,1.62341,7.11805,4.24585,1.1239
NREM,0.00243,1.1239,8.61659,4.24585,0.99902
NREM,0.00383,1.24878,6.99317,3.37171,0.62439
NREM,0.00359,1.1239,6.99317,3.87122,0.74927
NREM,0.0031,1.37366,7.74244,3.74634,0.99902
NREM,0.00305,1.49854,7.74244,3.9961,0.62439
NREM,0.00285,1.62341,7.11805,4.24585,1.1239
NREM,0.00329,0.99902,7.11805,3.49659,0.87415
NREM,0.00268,1.49854,7.11805,3.9961,0.74927
NREM,0.00301,1.62341,6.61854,3.87122,0.99902
NREM,0.00297,1.37366,6.99317,4.12098,0.87415
NREM,0.004,1.37366,6.36878,3.87122,0.99902
NREM,0.00372,1.1239,7.24293,3.87122,0.99902
NREM,0.00327,1.37366,7.49268,3.9961,0.74927
NREM,0.00431,1.37366,6.49366,3.49659,0.62439
NREM,0.00349,1.37366,6.61854,3.87122,0.74927
NREM,0.00307,1.74829,6.99317,3.9961,1.37366
NREM,0.00258,1.49854,7.3678,3.87122,0.74927
NREM,0.00291,1.62341,7.11805,3.9961,1.1239
NREM,0.00463,1.1239,6.74341,3.62146,0.99902
NREM,0.00316,1.49854,6.74341,3.87122,0.87415
NREM,0.0041,1.1239,6.36878,3.24683,0.62439
NREM,0.00373,1.37366,6.74341,3.74634,0.99902
NREM,0.00356,1.49854,6.61854,3.9961,0.74927
NREM,0.00427,1.1239,6.36878,3.37171,0.87415
NREM,0.00361,1.62341,6.11902,3.74634,0.87415
NREM,0.00431,0.99902,6.2439,3.74634,0.87415
NREM,0.0044,1.24878,6.2439,3.74634,1.1239
NREM,0.0043,1.24878,6.36878,3.62146,0.87415
NREM,0.00462,1.24878,6.49366,3.24683,1.24878
NREM,0.00447,1.37366,6.49366,3.87122,0.74927
NREM,0.00604,0.99902,6.36878,2.99707,0.99902
NREM,0.00194,1.24878,9.1161,4.74537,0.74927
NREM,0.00172,1.62341,8.49171,4.87024,0.99902
NREM,0.00541,0.99902,6.61854,2.99707,0.99902
NREM,0.00261,1.1239,8.36683,3.9961,0.62439
NREM,0.00294,1.37366,8.36683,4.12098,0.62439
NREM,0.00299,0.99902,7.61756,3.87122,0.74927
NREM,0.0032,0.99902,6.99317,3.9961,0.74927
NREM,0.00227,1.62341,7.11805,4.62049,0.87415
NREM,0.0025,1.49854,7.49268,4.62049,0.74927
NREM,0.00274,1.62341,6.99317,3.87122,0.49951
NREM,0.00299,1.1239,6.99317,3.62146,0.87415
NREM,0.00274,1.62341,6.61854,3.9961,0.99902
NREM,0.0025,1.62341,6.74341,4.24585,1.1239
NREM,0.00462,1.37366,7.11805,3.24683,1.37366
NREM,0.00301,1.49854,7.11805,4.37073,0.87415
NREM,0.00257,1.49854,7.11805,4.37073,1.24878
NREM,0.00271,1.62341,6.99317,4.12098,0.99902
NREM,0.68881,0.49951,3.12195,1.37366,0.49951
NREM,0.00195,1.37366,7.24293,4.49561,0.74927
NREM,0.00357,0.87415,7.24293,3.49659,0.62439
NREM,0.00404,1.37366,6.36878,3.49659,0.74927
NREM,0.00259,0.99902,7.24293,4.12098,0.87415
NREM,0.0039,1.62341,6.74341,3.9961,0.87415
NREM,0.00512,0.99902,6.74341,3.49659,0.74927
NREM,0.00223,1.37366,6.99317,4.62049,0.74927
NREM,0.00284,1.37366,6.99317,3.87122,0.74927
NREM,0.00341,1.24878,6.86829,3.49659,1.1239
NREM,0.00359,1.24878,6.86829,3.9961,0.74927
NREM,0.00278,2.12293,6.99317,4.37073,2.37268
NREM,0.00343,1.62341,7.49268,4.37073,0.62439
NREM,0.00261,1.74829,6.74341,4.24585,0.99902
NREM,0.00295,1.24878,7.74244,3.87122,0.49951
NREM,0.00306,1.37366,7.3678,3.74634,0.99902
NREM,0.00307,1.24878,7.3678,3.74634,0.49951
NREM,0.00256,1.74829,6.99317,4.12098,0.74927
NREM,0.00307,1.37366,7.3678,4.24585,0.99902
NREM,0.00368,1.49854,6.86829,3.9961,0.74927
NREM,0.00248,1.49854,7.24293,4.12098,0.62439
NREM,0.00379,1.37366,6.74341,3.62146,0.74927
NREM,0.00305,1.24878,6.99317,4.49561,0.62439
NREM,0.00342,1.1239,6.86829,3.87122,0.87415
NREM,0.00424,1.37366,6.86829,3.62146,0.99902
NREM,0.00312,1.62341,6.99317,4.37073,1.1239
NREM,0.00418,1.62341,6.49366,4.12098,0.62439
NREM,0.00437,1.24878,6.36878,3.37171,0.87415
NREM,0.89177,0.49951,2.99707,1.37366,0.37463
NREM,0.0038,1.1239,6.61854,4.12098,0.74927
NREM,0.01,0.87415,5.74439,1.99805,0.87415
NREM,0.00242,1.99805,7.11805,4.74537,0.74927
NREM,0.00337,1.37366,6.74341,3.9961,0.87415
NREM,0.00287,1.74829,6.74341,4.37073,0.62439
NREM,0.00501,1.1239,6.74341,3.37171,1.1239
NREM,0.00382,1.37366,6.49366,3.87122,0.49951
NREM,0.00346,1.62341,6.74341,4.24585,1.1239
NREM,0.00379,1.37366,7.24293,3.9961,0.74927
NREM,0.00323,1.49854,6.49366,3.62146,0.87415
