Sleep_Stage,MeanP_Alpha_O2,MedianF_Alpha_O2,MeanF_Alpha_O2,Spectral Edge_Alpha_O2,PeakF_Alpha_O2
NREM,6.58E-05,10.36488,17.73268,17.23317,6.99317
NREM,0.00013,10.36488,15.48488,14.73561,11.11415
NREM,8.25E-05,10.36488,16.73366,16.23415,9.74049
NREM,7.43E-05,10.11512,17.73268,17.35805,6.86829
NREM,0.0001,10.48976,15.98439,15.60976,9.49073
NREM,8.25E-05,10.98927,16.23415,15.73463,12.61268
NREM,6.72E-05,10.11512,16.98341,16.60878,9.74049
NREM,7.96E-05,10.36488,16.73366,16.10927,6.86829
NREM,8.49E-05,10.98927,16.10927,15.85951,11.48878
NREM,8.42E-05,10.73951,16.23415,15.73463,12.61268
NREM,6.52E-05,9.74049,17.10829,16.4839,6.49366
NREM,6.99E-05,10.24,16.10927,15.60976,13.23707
NREM,7.54E-05,10.36488,17.6078,17.10829,10.11512
NREM,8E-05,9.74049,16.4839,15.85951,8.99122
NREM,0.00011,11.23902,15.98439,15.48488,10.73951
NREM,0.00011,10.98927,15.73463,15.48488,11.86341
NREM,7.79E-05,10.11512,16.10927,15.48488,12.86244
NREM,7.91E-05,8.99122,16.23415,15.36,6.61854
NREM,7.3E-05,10.48976,16.35902,15.85951,13.73659
NREM,9.35E-05,10.36488,15.23512,14.36098,13.36195
NREM,9.02E-05,9.99024,16.23415,15.73463,8.99122
NREM,8.81E-05,11.23902,16.85854,16.35902,11.86341
NREM,9.25E-05,10.24,16.73366,16.10927,8.99122
NREM,9.48E-05,10.98927,17.23317,16.60878,9.74049
NREM,7.91E-05,10.48976,16.73366,15.98439,11.98829
NREM,8.17E-05,9.99024,16.85854,16.35902,9.61561
NREM,7.75E-05,11.3639,16.4839,16.10927,12.36293
NREM,8.57E-05,9.24098,16.10927,15.36,8.86634
NREM,6.66E-05,10.73951,16.60878,16.23415,12.11317
NREM,0.0001,10.48976,16.23415,15.98439,10.61463
NREM,9.53E-05,10.11512,14.98537,14.36098,12.73756
NREM,7.97E-05,10.61463,14.98537,14.48585,11.61366
NREM,0.0001,10.48976,14.73561,14.36098,10.73951
NREM,6.95E-05,10.11512,17.48293,16.60878,7.86732
NREM,7.4E-05,9.99024,15.48488,14.86049,11.98829
NREM,0.0001,10.61463,15.11024,14.73561,10.73951
NREM,0.00075,10.24,16.4839,15.98439,8.99122
NREM,7.93E-05,9.86537,15.98439,15.48488,8.74146
NREM,0.00015,10.24,14.48585,14.2361,10.24
NREM,6.76E-05,10.24,17.35805,16.98341,9.36585
NREM,7.98E-05,10.86439,18.10732,17.35805,14.11122
NREM,0.00013,10.73951,18.98146,18.85659,9.1161
NREM,8.65E-05,10.11512,17.6078,17.10829,8.61659
NREM,5.9E-05,10.48976,17.48293,16.73366,12.98732
NREM,8.58E-05,10.61463,17.10829,16.60878,12.36293
NREM,7.73E-05,11.48878,16.4839,16.23415,12.4878
NREM,6.55E-05,10.61463,16.73366,16.23415,13.73659
NREM,0.00011,10.36488,17.23317,16.98341,10.11512
NREM,5.77E-05,10.24,16.60878,15.98439,8.61659
NREM,0.0001,10.61463,15.48488,14.98537,10.36488
NREM,9.59E-05,10.24,16.85854,16.10927,12.98732
NREM,9.43E-05,10.36488,16.60878,15.98439,9.49073
NREM,7.75E-05,10.73951,15.85951,15.23512,12.98732
NREM,8.44E-05,9.86537,15.60976,14.86049,9.24098
NREM,6.2E-05,11.3639,17.85756,17.6078,9.86537
NREM,6.8E-05,9.61561,16.35902,15.98439,8.11707
NREM,0.00012,11.3639,17.98244,17.98244,12.98732
NREM,9.02E-05,10.24,18.2322,17.6078,6.61854
NREM,9.57E-05,9.61561,17.6078,17.10829,9.1161
NREM,8.5E-05,10.48976,18.35707,17.73268,7.24293
NREM,7.36E-05,9.86537,17.85756,17.35805,8.99122
NREM,7.57E-05,10.11512,17.10829,16.60878,6.74341
NREM,6.71E-05,10.11512,16.85854,16.35902,9.36585
NREM,7.6E-05,10.11512,17.6078,17.10829,6.36878
NREM,7.49E-05,10.73951,16.73366,15.98439,11.23902
NREM,8.47E-05,10.73951,17.85756,17.6078,12.4878
NREM,7.52E-05,9.49073,16.98341,16.10927,9.86537
NREM,8.28E-05,10.48976,17.10829,16.60878,12.61268
NREM,6.5E-05,9.49073,15.85951,14.98537,7.49268
NREM,7.26E-05,9.99024,16.98341,16.35902,8.99122
NREM,5.99E-05,9.86537,16.60878,15.85951,6.86829
NREM,8.44E-05,10.11512,15.60976,14.86049,7.49268
NREM,7.22E-05,10.11512,15.60976,15.11024,13.36195
NREM,6.97E-05,10.24,18.10732,17.35805,7.61756
NREM,6.32E-05,10.61463,15.48488,14.98537,13.23707
NREM,0.0001,10.48976,14.98537,14.36098,12.73756
NREM,6.67E-05,9.74049,17.23317,16.10927,7.24293
NREM,8.05E-05,10.11512,16.23415,15.60976,6.99317
NREM,7.03E-05,10.36488,17.6078,16.85854,11.3639
NREM,8.63E-05,10.73951,15.85951,14.98537,12.73756
NREM,6.83E-05,9.61561,15.60976,14.61073,6.61854
NREM,8.33E-05,9.74049,15.60976,14.73561,6.61854
NREM,6.57E-05,8.99122,16.23415,15.11024,6.49366
NREM,9.48E-05,11.11415,14.73561,14.11122,12.73756
NREM,7.24E-05,9.49073,15.60976,14.61073,6.74341
NREM,9.79E-05,9.99024,14.48585,13.98634,9.36585
NREM,7.87E-05,9.74049,17.10829,16.23415,6.49366
NREM,7.77E-05,10.11512,17.73268,16.73366,9.86537
NREM,6.66E-05,10.11512,17.6078,16.60878,7.61756
NREM,7.53E-05,9.99024,15.48488,14.86049,12.86244
NREM,9.89E-05,10.24,14.98537,14.48585,8.74146
NREM,8.51E-05,11.3639,14.11122,13.86146,12.86244
NREM,7.47E-05,10.11512,16.10927,15.48488,7.3678
NREM,7.64E-05,9.86537,17.73268,17.23317,7.86732
NREM,6.03E-05,9.61561,16.4839,15.60976,4.37073
NREM,8.9E-05,11.11415,16.73366,16.35902,11.11415
NREM,6.44E-05,9.61561,16.98341,15.98439,12.98732
NREM,8.42E-05,10.24,14.73561,14.36098,12.86244
NREM,7.56E-05,9.36585,16.10927,15.11024,12.86244
NREM,6.53E-05,9.74049,16.60878,15.85951,6.61854
NREM,7.23E-05,9.61561,15.36,14.61073,6.86829
NREM,9.22E-05,10.36488,14.86049,14.2361,13.48683
NREM,8.6E-05,10.24,16.4839,15.73463,12.23805
NREM,7.39E-05,8.99122,15.11024,14.61073,7.86732
NREM,0.0001,10.73951,17.48293,16.73366,7.11805
NREM,8.57E-05,11.73854,19.60585,19.48098,10.36488
NREM,0.00013,10.86439,18.10732,17.6078,7.11805
NREM,8.68E-05,10.73951,17.48293,16.85854,13.36195
NREM,0.00011,11.3639,15.48488,14.98537,12.86244
NREM,9.46E-05,10.61463,16.85854,16.35902,9.74049
NREM,0.00011,11.3639,18.98146,18.73171,12.23805
NREM,8.32E-05,10.61463,17.6078,17.35805,8.36683
NREM,7.56E-05,10.48976,17.6078,17.23317,9.36585
NREM,7.7E-05,11.73854,17.6078,17.35805,12.4878
NREM,7.12E-05,9.49073,17.23317,16.60878,9.49073
NREM,9.01E-05,10.36488,15.73463,14.98537,13.48683
NREM,0.00011,10.61463,15.36,14.86049,11.11415
NREM,0.00016,12.23805,21.10439,21.35415,12.73756
NREM,0.00012,11.3639,19.85561,19.73073,11.48878
NREM,0.00011,11.11415,18.2322,18.10732,13.23707
NREM,0.00015,9.99024,17.85756,17.10829,8.36683
NREM,0.00014,10.61463,18.2322,17.6078,9.24098
NREM,9.57E-05,10.48976,19.73073,19.48098,8.99122
NREM,0.00011,10.98927,18.73171,18.35707,11.86341
NREM,0.00011,10.73951,17.48293,17.10829,12.86244
NREM,7.58E-05,9.1161,15.98439,15.23512,8.86634
NREM,0.0001,10.48976,14.86049,14.36098,13.1122
NREM,8.5E-05,10.24,16.23415,15.60976,9.24098
NREM,9.98E-05,10.11512,14.61073,14.36098,13.48683
NREM,8.6E-05,10.61463,14.36098,13.98634,12.36293
NREM,0.00011,11.23902,14.36098,13.98634,13.23707
NREM,6.76E-05,9.36585,16.35902,15.48488,9.99024
NREM,7.33E-05,9.24098,15.73463,14.86049,7.61756
NREM,9.25E-05,11.11415,13.98634,13.73659,13.1122
NREM,0.0002,10.61463,13.61171,13.36195,12.73756
NREM,5.8E-05,9.36585,16.23415,15.73463,6.11902
NREM,7.6E-05,9.61561,14.73561,14.36098,12.98732
NREM,7.19E-05,10.24,16.23415,15.48488,9.61561
NREM,8.88E-05,10.48976,14.11122,13.86146,12.73756
NREM,0.0001,10.36488,14.2361,13.86146,12.73756
NREM,0.00011,9.49073,14.86049,14.11122,11.3639
NREM,0.00011,10.73951,14.11122,13.86146,12.86244
NREM,9.12E-05,9.74049,14.48585,13.86146,10.61463
NREM,0.00012,10.36488,13.86146,13.48683,12.73756
NREM,6.81E-05,8.86634,15.98439,15.11024,7.74244
NREM,8.4E-05,10.48976,15.11024,14.36098,12.36293
NREM,7.81E-05,9.99024,15.85951,15.11024,9.74049
NREM,6.96E-05,9.74049,16.23415,15.60976,8.86634
NREM,8.25E-05,11.61366,15.60976,15.11024,11.73854
NREM,7.34E-05,9.49073,15.60976,14.98537,9.1161
NREM,7.48E-05,10.36488,15.23512,14.73561,13.36195
NREM,0.00011,11.23902,14.86049,14.11122,11.98829
NREM,7.6E-05,9.74049,15.48488,14.86049,13.48683
NREM,7.71E-05,9.36585,15.36,14.86049,7.61756
NREM,9.35E-05,11.3639,14.61073,14.2361,12.86244
NREM,0.00011,10.48976,14.11122,13.61171,12.98732
NREM,9.33E-05,10.36488,15.73463,14.98537,12.86244
NREM,0.00011,10.24,18.60683,17.85756,10.48976
NREM,0.00011,10.86439,17.73268,17.35805,7.49268
NREM,0.0001,10.48976,17.48293,16.73366,7.3678
NREM,0.00012,9.86537,17.73268,16.98341,7.61756
NREM,0.00013,10.36488,17.10829,16.4839,7.11805
NREM,0.00012,10.73951,16.73366,16.23415,10.86439
NREM,0.0001,10.61463,16.85854,16.4839,7.11805
NREM,0.00013,10.11512,16.35902,15.73463,10.73951
NREM,0.0001,9.74049,16.60878,15.98439,9.61561
NREM,0.0001,10.73951,16.60878,15.98439,7.11805
NREM,0.00012,9.74049,16.60878,16.10927,9.36585
NREM,0.00011,10.61463,16.10927,15.60976,10.86439
NREM,0.00012,9.99024,16.10927,15.36,7.61756
NREM,0.00012,9.36585,16.23415,15.60976,7.24293
NREM,0.00012,10.48976,16.4839,15.85951,10.73951
NREM,0.00012,9.86537,15.85951,14.86049,7.24293
NREM,0.00013,9.74049,15.48488,14.86049,8.61659
NREM,0.00011,9.74049,15.60976,14.98537,6.49366
NREM,0.00015,9.49073,15.23512,14.61073,7.74244
NREM,0.00011,9.49073,15.85951,15.36,7.24293
NREM,0.00013,9.99024,15.36,14.73561,10.24
NREM,7.88E-05,10.24,17.6078,17.10829,7.61756
NREM,6.37E-05,10.11512,17.73268,16.85854,6.49366
NREM,0.00013,9.49073,16.98341,16.60878,8.61659
NREM,7.72E-05,9.99024,17.6078,17.23317,7.24293
NREM,7.45E-05,10.48976,19.10634,18.85659,10.61463
NREM,8.32E-05,10.98927,15.73463,15.36,12.86244
NREM,9.69E-05,10.61463,16.35902,15.73463,12.23805
NREM,7.16E-05,10.36488,16.73366,15.98439,10.61463
NREM,7.65E-05,9.86537,15.60976,14.61073,13.1122
NREM,8.43E-05,9.74049,15.98439,15.23512,9.1161
NREM,7.78E-05,9.49073,15.48488,14.86049,12.73756
NREM,6.95E-05,9.74049,14.86049,14.36098,9.74049
NREM,6.21E-05,10.48976,15.73463,15.23512,12.73756
NREM,6.32E-05,9.61561,15.73463,14.86049,12.86244
NREM,8.12E-05,10.11512,15.11024,14.36098,13.23707
NREM,8.14E-05,9.74049,14.61073,14.2361,13.36195
NREM,6.61E-05,9.61561,15.36,14.61073,13.23707
NREM,7.62E-05,8.86634,14.98537,14.11122,5.99415
NREM,9.39E-05,9.86537,14.36098,13.98634,12.73756
NREM,7.23E-05,10.11512,15.11024,14.73561,13.73659
NREM,7.95E-05,9.24098,14.61073,14.2361,5.49463
NREM,8.11E-05,9.61561,15.23512,14.61073,7.61756
NREM,6.79E-05,9.24098,15.60976,15.11024,9.24098
NREM,9.01E-05,9.86537,14.36098,13.98634,13.1122
NREM,8.78E-05,9.49073,15.11024,14.36098,5.61951
NREM,8.46E-05,8.49171,14.73561,13.98634,8.49171
NREM,9.72E-05,10.11512,14.36098,14.11122,12.61268
NREM,7.01E-05,9.36585,15.36,14.48585,5.49463
NREM,8.96E-05,9.74049,14.2361,13.98634,13.36195
NREM,0.00011,11.48878,14.36098,13.98634,12.23805
NREM,0.00012,9.99024,14.48585,14.11122,8.11707
NREM,7.4E-05,10.24,15.60976,14.98537,12.61268
NREM,9.35E-05,9.99024,14.98537,14.48585,12.4878
NREM,6.78E-05,8.61659,15.98439,14.73561,6.99317
NREM,8.44E-05,9.1161,15.11024,14.61073,5.74439
NREM,7.15E-05,8.86634,15.48488,14.98537,7.61756
NREM,8.41E-05,10.86439,14.98537,14.61073,12.36293
REM,7.91E-05,11.23902,14.86049,14.2361,12.11317
REM,6.86E-05,8.99122,15.48488,14.73561,6.61854
REM,6.61E-05,9.99024,15.23512,14.61073,8.74146
REM,5.68E-05,9.36585,15.85951,15.23512,8.86634
REM,5.47E-05,9.86537,16.60878,15.85951,8.36683
REM,0.00011,9.24098,18.73171,17.48293,9.24098
REM,6.5E-05,9.86537,15.85951,15.36,10.48976
REM,7.44E-05,11.3639,15.36,14.86049,12.86244
REM,8.56E-05,9.24098,15.36,14.73561,7.9922
REM,4.75E-05,8.74146,16.35902,15.36,9.86537
REM,6.46E-05,9.99024,15.36,14.61073,8.24195
REM,6.66E-05,9.61561,15.36,14.61073,13.1122
REM,6.78E-05,10.48976,15.60976,15.23512,12.4878
REM,6.88E-05,11.11415,14.86049,14.36098,12.61268
REM,5.64E-05,10.24,16.23415,15.73463,12.4878
REM,4.7E-05,9.86537,15.98439,15.48488,6.74341
REM,7.11E-05,9.61561,15.73463,15.11024,8.24195
REM,4.89E-05,9.24098,16.4839,15.60976,8.24195
REM,4.66E-05,8.99122,16.23415,15.60976,7.3678
REM,6.22E-05,10.48976,15.85951,15.36,11.98829
REM,6.5E-05,10.36488,15.98439,15.11024,6.61854
NREM,6.71E-05,10.24,17.98244,17.10829,6.74341
REM,4.92E-05,9.61561,16.35902,15.60976,6.74341
REM,6.56E-05,9.49073,15.60976,14.86049,8.86634
REM,8.25E-05,8.61659,15.60976,14.86049,8.11707
REM,7.88E-05,8.61659,15.11024,14.61073,8.24195
REM,4.9E-05,9.36585,15.98439,15.23512,6.11902
REM,6.09E-05,9.1161,15.36,14.73561,9.36585
REM,4.9E-05,9.61561,16.10927,15.48488,12.98732
REM,6.69E-05,11.23902,15.36,14.73561,12.36293
REM,6.4E-05,10.73951,15.85951,15.48488,13.1122
REM,6.65E-05,10.73951,15.36,14.86049,12.36293
REM,6.08E-05,9.1161,15.73463,14.86049,10.11512
REM,5.34E-05,9.36585,16.10927,15.36,7.9922
REM,5.24E-05,9.1161,16.10927,15.36,8.99122
REM,5.43E-05,9.1161,15.85951,15.36,9.99024
REM,4.88E-05,9.36585,16.4839,15.48488,6.99317
REM,5.84E-05,9.24098,15.60976,14.86049,9.1161
REM,4.54E-05,9.61561,16.60878,15.85951,6.86829
REM,4.82E-05,9.24098,16.4839,15.98439,9.24098
REM,5.22E-05,8.86634,16.4839,15.60976,6.86829
REM,6.68E-05,9.86537,15.85951,15.11024,12.36293
NREM,9.9E-05,9.61561,18.10732,17.73268,8.61659
REM,5.81E-05,9.24098,16.10927,15.23512,10.98927
REM,5.6E-05,9.1161,16.35902,15.48488,8.24195
REM,8.4E-05,10.11512,15.85951,15.36,10.11512
REM,6.41E-05,9.99024,15.85951,15.23512,12.36293
REM,5.32E-05,8.99122,15.85951,15.11024,6.86829
REM,5.22E-05,9.24098,16.23415,15.48488,7.9922
REM,5.17E-05,9.36585,15.98439,15.36,6.86829
REM,0.00015,8.99122,19.73073,18.60683,8.74146
REM,5.9E-05,8.99122,15.48488,14.61073,7.49268
REM,5.79E-05,9.61561,15.85951,15.23512,11.11415
REM,6.12E-05,9.49073,15.85951,15.48488,6.36878
REM,5.05E-05,9.36585,16.10927,15.60976,6.61854
REM,5.78E-05,10.48976,15.85951,15.23512,12.73756
REM,5.2E-05,9.24098,16.10927,15.60976,7.49268
REM,4.8E-05,9.74049,16.10927,15.36,8.86634
REM,9.12E-05,8.74146,14.98537,13.98634,8.49171
NREM,5.12E-05,8.86634,15.73463,14.86049,8.24195
NREM,5.92E-05,8.99122,16.23415,15.11024,8.86634
NREM,7.74E-05,8.11707,15.36,14.2361,8.11707
NREM,5.38E-05,8.61659,15.98439,15.11024,8.24195
NREM,4.7E-05,8.99122,15.98439,15.11024,7.24293
NREM,4.4E-05,9.36585,15.85951,15.36,7.3678
REM,5.1E-05,9.61561,16.23415,15.36,7.24293
REM,4.32E-05,9.86537,15.60976,14.86049,9.36585
REM,5.73E-05,8.99122,15.73463,14.86049,8.24195
REM,4.1E-05,9.61561,15.85951,15.36,7.24293
REM,9.21E-05,9.74049,19.98049,18.85659,9.49073
REM,5.9E-05,9.1161,16.4839,15.36,9.61561
REM,5.15E-05,9.61561,16.10927,15.60976,12.61268
REM,4.82E-05,9.1161,16.23415,15.23512,7.61756
REM,4.01E-05,9.36585,16.85854,15.85951,8.99122
REM,4.56E-05,9.1161,16.4839,15.60976,6.86829
REM,4.1E-05,10.73951,16.23415,15.60976,10.73951
REM,5.8E-05,10.48976,15.73463,15.23512,12.4878
REM,4.17E-05,9.36585,15.98439,15.23512,5.61951
NREM,0.00011,8.86634,15.11024,13.86146,8.99122
NREM,6.75E-05,8.86634,16.10927,15.11024,8.61659
NREM,8.09E-05,8.36683,15.36,14.48585,7.9922
NREM,0.0001,8.49171,14.98537,14.61073,7.9922
NREM,8.47E-05,8.74146,15.98439,15.23512,8.86634
NREM,7.55E-05,8.74146,15.60976,14.86049,7.3678
REM,7.82E-05,9.99024,15.23512,14.86049,12.4878
REM,7.88E-05,10.98927,15.23512,14.61073,12.4878
REM,0.00028,11.3639,22.22829,22.22829,9.24098
NREM,5.09E-05,9.24098,16.60878,15.98439,6.86829
NREM,9.1E-05,9.74049,17.98244,17.35805,8.74146
NREM,6.76E-05,9.99024,16.85854,16.35902,8.36683
NREM,6.61E-05,9.61561,16.73366,15.85951,9.99024
NREM,6.4E-05,8.24195,16.10927,15.36,7.11805
NREM,8.54E-05,9.61561,16.23415,15.48488,7.24293
NREM,7.09E-05,8.99122,17.35805,16.35902,10.24
NREM,7.25E-05,9.86537,16.10927,15.36,6.11902
NREM,6.52E-05,8.74146,16.35902,15.48488,7.11805
NREM,0.0001,9.86537,16.98341,16.10927,6.61854
NREM,0.00017,9.99024,18.48195,18.10732,7.86732
NREM,0.00012,9.61561,16.4839,15.73463,8.99122
NREM,0.00013,9.86537,16.60878,15.98439,12.11317
NREM,0.00014,9.74049,16.35902,15.60976,7.86732
NREM,0.00013,9.61561,16.23415,15.36,7.11805
NREM,0.00013,9.1161,16.4839,15.73463,6.99317
NREM,0.00016,8.74146,16.10927,15.23512,7.61756
NREM,0.00013,9.61561,16.10927,15.48488,7.3678
NREM,0.00014,9.74049,15.60976,14.73561,7.3678
NREM,0.00015,9.36585,15.73463,14.73561,9.49073
NREM,6.04E-05,9.61561,17.85756,17.23317,8.99122
NREM,5.93E-05,9.24098,16.85854,16.23415,8.11707
NREM,5.19E-05,9.61561,17.48293,16.85854,9.36585
NREM,5.24E-05,9.49073,16.35902,15.98439,7.61756
NREM,5.12E-05,8.86634,15.98439,14.98537,8.86634
NREM,6.21E-05,9.36585,15.48488,14.48585,7.24293
NREM,5.87E-05,8.99122,15.36,14.36098,6.49366
NREM,5.94E-05,8.86634,15.36,14.48585,7.3678
NREM,5.6E-05,8.86634,15.60976,14.86049,7.24293
NREM,7.81E-05,9.36585,14.48585,13.98634,13.23707
NREM,8.26E-05,8.61659,14.61073,14.11122,8.49171
NREM,6.2E-05,7.86732,15.23512,14.36098,5.36976
NREM,9.02E-05,9.61561,18.10732,17.85756,7.86732
NREM,8.3E-05,9.99024,15.73463,15.11024,8.99122
NREM,6.99E-05,8.24195,15.98439,14.86049,7.9922
NREM,7.66E-05,10.24,15.85951,14.98537,11.48878
NREM,7.13E-05,7.9922,15.60976,14.73561,4.87024
NREM,6.58E-05,8.61659,17.6078,16.35902,5.12
NREM,8.34E-05,9.24098,16.10927,15.11024,8.36683
NREM,7.01E-05,9.61561,15.98439,15.23512,6.11902
NREM,7.91E-05,8.49171,15.60976,14.61073,5.74439
NREM,8.95E-05,8.36683,15.36,14.61073,4.99512
NREM,7.25E-05,9.49073,15.23512,14.61073,10.24
NREM,9.35E-05,9.1161,14.98537,14.48585,5.12
NREM,7.52E-05,8.61659,15.36,14.61073,5.24488
NREM,7.39E-05,9.49073,15.11024,14.2361,6.36878
NREM,7.78E-05,9.86537,15.60976,14.73561,10.61463
NREM,8.45E-05,9.36585,15.60976,14.86049,6.61854
NREM,7.42E-05,8.24195,15.73463,14.48585,5.49463
NREM,9.78E-05,9.61561,16.85854,15.98439,6.49366
NREM,8.1E-05,9.24098,14.98537,14.2361,9.99024
NREM,9.01E-05,8.61659,15.11024,14.2361,7.74244
NREM,7.44E-05,7.86732,16.4839,15.23512,5.12
NREM,9.15E-05,9.61561,14.86049,14.36098,13.36195
NREM,6.99E-05,8.49171,15.60976,14.73561,7.24293
NREM,0.00011,9.24098,15.60976,14.98537,8.74146
NREM,0.00011,9.86537,14.2361,13.73659,13.1122
NREM,0.00022,10.61463,19.48098,19.23122,10.98927
NREM,7.13E-05,8.99122,15.98439,15.23512,5.24488
NREM,9.84E-05,8.99122,14.98537,14.2361,5.86927
NREM,7.36E-05,9.1161,17.10829,16.10927,5.12
NREM,9.46E-05,8.49171,15.23512,13.98634,6.86829
NREM,0.0001,9.1161,14.73561,14.36098,6.2439
NREM,8.95E-05,8.61659,15.98439,14.73561,5.12
NREM,0.0001,10.24,14.73561,14.36098,12.98732
NREM,8.76E-05,9.99024,15.98439,14.98537,5.36976
NREM,0.0001,9.49073,14.73561,14.2361,8.24195
NREM,9.17E-05,8.74146,14.86049,14.11122,5.24488
NREM,8.99E-05,9.1161,14.98537,14.36098,6.49366
NREM,8.67E-05,7.61756,15.23512,14.2361,5.61951
NREM,9.19E-05,9.61561,14.61073,14.11122,13.48683
NREM,0.0001,8.61659,14.36098,13.86146,7.49268
NREM,9.16E-05,8.99122,14.61073,13.86146,7.3678
NREM,0.00011,9.99024,14.36098,13.98634,13.36195
NREM,0.00013,9.24098,14.11122,13.73659,13.1122
NREM,8.12E-05,8.61659,15.11024,14.11122,6.2439
NREM,0.0001,10.24,14.36098,13.86146,13.36195
NREM,9.39E-05,8.49171,14.98537,14.2361,5.74439
NREM,0.0001,8.86634,14.86049,14.11122,6.36878
NREM,8.79E-05,9.1161,14.73561,14.11122,7.49268
NREM,0.00011,8.86634,14.61073,14.11122,7.11805
NREM,0.0001,9.49073,14.36098,13.86146,7.61756
NREM,0.00011,9.36585,15.48488,14.61073,13.23707
NREM,9.25E-05,8.74146,14.61073,13.86146,7.11805
NREM,9.13E-05,7.74244,14.61073,13.73659,5.36976
NREM,0.00011,8.74146,14.2361,13.86146,6.49366
NREM,9.17E-05,8.99122,14.36098,13.73659,5.36976
NREM,0.00011,7.61756,14.36098,13.61171,5.99415
NREM,0.00011,9.99024,13.86146,13.61171,13.1122
NREM,0.00011,9.1161,13.73659,13.36195,6.11902
NREM,9.26E-05,8.11707,14.61073,13.73659,7.3678
NREM,9E-05,8.99122,14.73561,13.86146,5.49463
NREM,0.00011,8.49171,14.2361,13.73659,6.11902
NREM,9.91E-05,8.49171,14.98537,14.2361,7.49268
NREM,9.16E-05,9.49073,14.61073,14.11122,12.36293
NREM,0.0001,8.11707,14.2361,13.48683,5.74439
NREM,9.74E-05,8.36683,14.2361,13.36195,9.49073
NREM,9.43E-05,7.9922,14.86049,13.61171,5.12
NREM,9.14E-05,8.24195,14.61073,13.36195,8.74146
NREM,9.96E-05,8.61659,14.48585,13.98634,8.49171
NREM,0.00011,7.9922,14.36098,13.61171,6.11902
NREM,9.97E-05,8.61659,14.61073,13.86146,4.87024
NREM,0.0001,8.24195,14.98537,14.11122,7.3678
NREM,9.19E-05,9.1161,14.86049,14.11122,5.12
NREM,0.00011,9.36585,13.98634,13.48683,12.86244
NREM,0.00013,9.36585,13.86146,13.48683,12.98732
NREM,9.74E-05,9.24098,14.11122,13.61171,12.98732
NREM,0.0001,7.74244,14.2361,13.48683,5.24488
NREM,9.58E-05,7.74244,14.61073,13.61171,5.61951
NREM,0.00011,8.36683,14.11122,13.36195,5.24488
NREM,0.0001,9.36585,14.48585,13.86146,7.9922
NREM,0.00012,8.86634,13.98634,13.48683,5.12
NREM,0.00075,13.23707,25.35024,25.72488,13.23707
NREM,0.00014,9.36585,17.10829,16.23415,7.3678
NREM,0.00012,9.61561,17.35805,16.35902,9.74049
NREM,0.00015,9.24098,16.73366,15.85951,7.49268
NREM,0.00014,9.24098,17.73268,16.85854,6.36878
NREM,0.00016,9.74049,17.23317,16.4839,9.61561
NREM,0.00015,8.61659,17.23317,16.35902,7.24293
NREM,0.00014,9.49073,17.48293,16.85854,9.61561
NREM,0.00014,10.36488,17.23317,16.60878,7.49268
NREM,0.00016,9.49073,17.10829,16.23415,6.49366
NREM,0.00015,8.86634,16.60878,15.73463,8.74146
NREM,0.0002,9.49073,15.98439,14.73561,9.1161
NREM,0.00015,9.61561,16.98341,16.10927,5.49463
NREM,0.00016,9.61561,16.60878,15.73463,6.36878
NREM,0.00012,9.61561,17.73268,16.73366,7.3678
NREM,0.00017,9.24098,16.98341,15.98439,5.12
NREM,0.00014,9.24098,17.85756,16.73366,7.24293
NREM,0.00017,9.61561,15.98439,15.36,13.1122
NREM,0.00017,10.36488,16.10927,15.36,12.73756
NREM,0.00014,9.74049,17.23317,16.10927,10.24
NREM,0.00017,9.36585,16.10927,15.11024,12.61268
NREM,0.00014,8.99122,16.35902,15.73463,6.36878
NREM,0.00015,8.74146,16.85854,15.73463,6.36878
NREM,0.00015,8.99122,17.23317,15.98439,7.49268
NREM,0.00015,9.36585,16.73366,15.85951,7.49268
NREM,0.00013,9.49073,16.4839,15.73463,6.49366
NREM,0.00013,8.24195,15.48488,14.36098,7.24293
NREM,0.00013,8.86634,14.86049,14.11122,8.61659
NREM,0.00014,8.36683,14.36098,13.61171,7.49268
NREM,0.00015,9.61561,14.2361,13.86146,6.49366
NREM,0.00018,8.74146,14.11122,13.48683,6.74341
NREM,0.00011,7.9922,14.86049,13.73659,6.2439
NREM,0.00013,9.24098,14.98537,13.98634,7.49268
NREM,0.00015,11.3639,14.2361,13.73659,12.73756
NREM,0.00138,13.98634,21.6039,22.47805,15.11024
NREM,0.00011,9.49073,16.4839,15.98439,7.49268
NREM,0.00012,8.86634,16.23415,15.23512,6.74341
NREM,0.00013,8.86634,15.60976,14.98537,6.49366
NREM,0.00011,9.36585,14.98537,14.36098,12.73756
NREM,0.00012,8.99122,14.98537,14.36098,9.1161
NREM,0.00015,10.48976,20.48,20.23024,8.36683
NREM,0.0001,10.61463,18.10732,17.35805,9.24098
NREM,9.54E-05,10.48976,14.48585,13.98634,12.86244
NREM,0.00013,10.86439,13.98634,13.86146,12.86244
NREM,8.42E-05,8.36683,15.23512,14.36098,4.74537
NREM,8.75E-05,8.99122,15.11024,14.2361,12.11317
NREM,0.0001,11.23902,14.61073,14.36098,13.23707
NREM,8.19E-05,8.86634,15.11024,14.11122,8.61659
NREM,9.14E-05,10.86439,17.48293,16.98341,12.73756
