Sleep_Stage,MeanP_Delta_C4,MedianF_Delta_C4,MeanF_Delta_C4,Spectral Edge_Delta_C4,PeakF_Delta_C4
NREM,0.01085,1.1239,6.2439,3.12195,1.1239
NREM,0.01335,1.1239,5.86927,3.24683,0.99902
NREM,0.02312,0.99902,5.12,2.62244,0.74927
NREM,0.01962,1.1239,4.99512,2.8722,0.62439
NREM,0.01301,0.99902,6.2439,3.24683,0.62439
NREM,0.01553,0.99902,6.2439,2.99707,0.49951
NREM,0.01794,1.1239,5.24488,2.62244,0.87415
NREM,0.01088,1.1239,5.74439,3.12195,0.74927
NREM,0.00556,1.49854,6.74341,3.74634,1.1239
NREM,0.01265,1.24878,5.86927,2.74732,0.87415
NREM,0.01575,1.1239,5.36976,3.12195,0.74927
NREM,0.02112,0.99902,5.61951,2.62244,0.74927
NREM,0.01102,1.1239,5.74439,3.12195,0.74927
NREM,0.00623,1.37366,6.36878,3.49659,0.99902
NREM,0.01252,1.1239,5.74439,2.8722,0.87415
NREM,0.01658,1.49854,5.49463,3.24683,0.74927
NREM,0.00769,1.49854,6.86829,3.49659,0.74927
NREM,0.00843,1.24878,6.49366,3.62146,0.99902
NREM,0.0076,1.74829,5.86927,3.49659,0.87415
NREM,0.0194,1.24878,5.61951,2.8722,0.74927
NREM,0.00545,1.87317,6.61854,4.12098,0.99902
NREM,0.00929,1.37366,6.2439,3.49659,0.87415
NREM,0.01753,1.49854,5.86927,3.12195,0.87415
NREM,0.02025,1.49854,5.74439,3.37171,0.99902
NREM,0.00587,1.62341,6.49366,3.74634,0.87415
NREM,0.01594,0.87415,5.49463,2.74732,0.74927
NREM,0.01241,0.99902,6.11902,3.37171,0.74927
NREM,0.01061,1.37366,5.74439,3.12195,0.87415
NREM,0.00689,1.37366,6.49366,3.62146,0.74927
NREM,0.01907,0.37463,7.3678,1.74829,0.37463
NREM,0.01986,0.99902,5.24488,2.99707,0.99902
NREM,0.01046,1.37366,6.61854,3.87122,0.49951
NREM,0.01159,1.62341,5.36976,3.37171,1.49854
NREM,0.00923,1.74829,5.99415,3.24683,0.74927
NREM,0.01187,1.37366,5.49463,3.12195,0.87415
NREM,0.0113,1.49854,5.36976,3.24683,1.1239
NREM,0.00819,1.37366,5.61951,2.99707,0.87415
NREM,0.01183,1.62341,5.24488,3.49659,0.62439
NREM,0.00611,1.62341,5.99415,3.49659,1.37366
NREM,0.00827,1.49854,5.86927,3.49659,1.62341
NREM,0.00619,1.87317,5.74439,3.49659,0.87415
NREM,0.00908,1.62341,5.61951,3.49659,0.74927
NREM,0.00616,1.49854,5.74439,3.62146,1.49854
NREM,0.00559,1.87317,6.2439,4.24585,1.87317
NREM,0.00605,1.49854,6.2439,3.62146,1.49854
NREM,0.00982,1.24878,6.11902,3.12195,0.74927
NREM,0.00664,1.62341,6.86829,3.87122,1.1239
NREM,0.00776,1.62341,5.99415,3.74634,1.24878
NREM,0.01466,1.62341,5.61951,2.8722,0.74927
NREM,0.00561,1.87317,6.61854,3.9961,1.1239
NREM,0.0082,1.62341,5.99415,3.24683,0.74927
NREM,0.00765,1.87317,6.11902,3.49659,2.12293
NREM,0.01213,1.1239,5.49463,2.8722,0.74927
NREM,0.00552,1.74829,6.36878,3.87122,1.24878
NREM,0.00463,1.37366,6.49366,3.49659,1.37366
NREM,0.00654,1.49854,6.2439,3.74634,1.37366
NREM,0.00766,1.49854,6.11902,3.62146,1.1239
NREM,0.00519,1.49854,6.61854,3.62146,0.74927
NREM,0.00923,1.37366,6.11902,3.37171,0.99902
NREM,0.01435,1.24878,5.86927,2.8722,0.87415
NREM,0.00745,1.49854,6.61854,3.74634,1.1239
NREM,0.00517,1.37366,6.74341,3.74634,0.74927
NREM,0.00898,1.37366,5.74439,3.37171,0.99902
NREM,0.01091,1.62341,6.11902,3.37171,0.74927
NREM,0.01786,0.99902,5.74439,2.62244,0.99902
NREM,0.00576,1.37366,6.74341,3.37171,1.1239
NREM,0.01117,1.24878,5.99415,3.24683,0.99902
NREM,0.0192,1.37366,5.74439,2.99707,0.99902
NREM,0.00574,1.37366,6.74341,3.74634,1.1239
NREM,0.01014,1.1239,6.99317,3.24683,0.74927
NREM,0.01431,1.24878,5.61951,3.12195,0.62439
NREM,0.01338,1.24878,5.99415,3.12195,0.74927
NREM,0.0078,1.37366,6.99317,3.62146,1.1239
NREM,0.01815,0.99902,5.49463,2.8722,0.62439
NREM,0.00829,1.49854,5.99415,3.62146,0.87415
NREM,0.00775,1.24878,6.86829,3.49659,1.1239
NREM,0.00778,1.49854,6.74341,3.37171,0.62439
NREM,0.01452,0.99902,5.36976,2.99707,0.62439
NREM,0.00981,1.24878,6.2439,3.62146,1.1239
NREM,0.01016,1.1239,5.86927,3.24683,0.87415
NREM,0.00916,1.37366,5.99415,3.37171,0.74927
NREM,0.0171,1.24878,5.36976,2.8722,0.99902
NREM,0.00709,1.37366,6.11902,3.62146,0.87415
NREM,0.0151,0.99902,5.61951,2.99707,0.87415
NREM,0.01703,1.24878,5.86927,2.99707,0.99902
NREM,0.01353,0.99902,5.74439,2.8722,0.74927
NREM,0.01722,0.99902,5.74439,2.8722,0.62439
NREM,0.00812,1.37366,6.36878,3.37171,0.62439
NREM,0.02034,0.99902,5.24488,2.8722,0.87415
NREM,0.01193,1.99805,5.74439,3.62146,2.37268
NREM,0.01041,1.1239,5.86927,2.99707,0.74927
NREM,0.02684,0.87415,5.36976,2.37268,0.74927
NREM,0.01305,1.49854,5.74439,3.24683,0.99902
NREM,0.01636,1.37366,5.12,3.12195,0.99902
NREM,0.00643,1.37366,6.11902,3.9961,0.99902
REM,0.00626,1.62341,5.74439,3.74634,0.74927
REM,0.00441,1.24878,6.2439,3.49659,0.62439
REM,0.00469,1.24878,5.74439,3.37171,0.62439
REM,0.00438,1.87317,6.36878,3.87122,0.62439
REM,0.00428,1.37366,6.2439,3.62146,0.49951
REM,0.00312,1.99805,6.49366,4.24585,2.12293
REM,0.00372,1.87317,6.49366,3.9961,1.24878
REM,0.00349,1.87317,5.99415,3.9961,0.87415
REM,0.00387,1.62341,6.11902,3.74634,0.74927
REM,0.0036,1.99805,6.11902,4.12098,1.87317
REM,0.004,1.49854,5.74439,3.74634,0.49951
REM,0.00395,1.99805,5.99415,3.87122,1.37366
REM,0.00272,1.62341,6.11902,3.9961,1.49854
REM,0.00253,2.12293,6.11902,3.87122,2.62244
REM,0.00364,1.99805,6.2439,3.87122,0.74927
REM,0.00348,1.99805,5.99415,4.12098,2.2478
REM,0.00299,1.74829,5.99415,3.87122,0.49951
REM,0.0033,1.99805,5.86927,3.9961,0.62439
REM,0.00439,1.62341,6.11902,3.87122,0.49951
REM,0.00437,1.87317,5.61951,3.74634,2.2478
REM,0.00298,1.24878,6.36878,4.12098,0.87415
REM,0.00414,2.12293,6.61854,4.37073,2.12293
REM,0.00336,2.12293,6.2439,4.12098,2.49756
REM,0.00329,1.74829,6.11902,3.87122,0.74927
REM,0.00391,1.99805,5.99415,3.87122,1.49854
REM,0.00293,2.12293,5.99415,3.87122,2.49756
REM,0.0032,1.74829,5.61951,3.87122,1.62341
REM,0.00274,1.74829,6.11902,3.87122,0.62439
REM,0.0028,1.49854,5.99415,3.74634,0.62439
REM,0.00535,1.24878,5.74439,3.37171,0.74927
REM,0.00283,1.62341,6.11902,3.87122,1.1239
REM,0.00271,1.49854,6.74341,4.12098,0.49951
REM,0.00385,2.2478,6.49366,3.9961,2.62244
REM,0.00245,1.74829,6.36878,3.49659,0.37463
REM,0.0034,1.62341,6.11902,3.87122,0.62439
REM,0.00318,1.62341,6.2439,3.87122,0.49951
REM,0.00249,1.87317,5.99415,3.87122,0.62439
REM,0.00345,1.74829,5.86927,3.62146,0.74927
REM,0.00324,1.87317,5.99415,3.9961,1.24878
REM,0.00386,1.62341,6.36878,3.49659,0.74927
REM,0.00267,1.49854,6.2439,4.12098,0.49951
REM,0.00384,1.74829,6.2439,3.87122,0.87415
REM,0.00273,1.99805,6.36878,3.74634,0.49951
REM,0.00283,1.49854,7.61756,4.24585,0.99902
REM,0.00253,2.12293,7.49268,4.37073,2.37268
REM,0.00233,1.24878,7.74244,4.12098,0.62439
REM,0.0028,1.37366,6.86829,3.74634,0.62439
REM,0.0051,1.87317,5.99415,3.9961,0.87415
REM,0.00416,1.24878,5.86927,3.24683,0.37463
REM,0.00333,1.49854,5.86927,3.9961,0.49951
REM,0.00325,1.62341,5.74439,3.9961,0.62439
REM,0.00286,1.37366,6.11902,3.87122,0.37463
REM,0.0024,1.74829,6.36878,3.9961,0.62439
REM,0.00579,1.49854,5.74439,3.24683,0.87415
REM,0.00344,1.62341,5.99415,3.62146,1.24878
REM,0.00322,1.49854,7.3678,3.87122,0.49951
NREM,0.00205,1.49854,7.74244,4.12098,1.1239
NREM,0.00269,1.99805,7.3678,3.9961,2.62244
NREM,0.01924,0.49951,5.36976,1.24878,0.49951
NREM,0.00332,1.24878,6.61854,3.37171,1.1239
NREM,0.00319,0.99902,8.49171,3.74634,0.87415
NREM,0.00304,1.62341,6.49366,3.87122,0.62439
NREM,0.00323,1.49854,6.2439,3.87122,0.74927
NREM,0.0039,1.37366,5.99415,3.24683,1.24878
NREM,0.0036,1.62341,6.11902,3.74634,0.49951
NREM,0.00602,1.87317,5.86927,3.49659,1.99805
NREM,0.00598,1.49854,5.99415,3.49659,0.99902
NREM,0.00527,0.99902,5.99415,3.24683,0.62439
NREM,0.00616,1.37366,5.61951,3.62146,1.1239
NREM,0.00589,1.49854,5.86927,3.49659,0.62439
NREM,0.00521,1.24878,5.61951,3.37171,0.87415
NREM,0.00461,1.74829,5.86927,3.74634,0.99902
NREM,0.00469,1.87317,5.99415,3.87122,2.2478
NREM,0.00533,1.1239,6.2439,3.24683,0.74927
NREM,0.00608,1.49854,5.74439,3.37171,0.62439
NREM,0.00504,1.87317,5.86927,3.49659,2.2478
NREM,0.00432,1.24878,5.86927,3.24683,0.99902
NREM,0.00708,1.49854,5.74439,3.49659,1.24878
NREM,0.00618,1.1239,5.99415,2.99707,0.49951
NREM,0.00323,1.24878,6.74341,3.49659,0.74927
NREM,0.00475,1.49854,6.36878,3.87122,0.74927
NREM,0.00538,1.37366,5.86927,3.24683,1.1239
NREM,0.00643,1.74829,5.61951,3.62146,1.87317
NREM,0.00439,1.49854,5.99415,3.37171,0.62439
NREM,0.00436,2.2478,5.86927,4.24585,1.49854
NREM,0.00296,1.74829,6.36878,3.9961,0.74927
NREM,0.00461,1.87317,5.74439,4.12098,1.74829
NREM,0.00471,1.87317,5.86927,3.9961,0.74927
NREM,0.00329,1.49854,5.99415,3.62146,0.62439
REM,0.0032,1.49854,6.36878,4.12098,0.49951
NREM,0.00296,1.49854,7.24293,4.24585,0.62439
NREM,0.00468,1.1239,6.2439,3.37171,0.62439
NREM,0.00417,2.12293,6.49366,4.62049,2.37268
NREM,0.00385,1.62341,6.36878,3.9961,0.62439
NREM,0.00359,1.24878,6.2439,3.62146,0.74927
NREM,0.00432,1.24878,5.99415,3.62146,0.74927
NREM,0.0031,1.62341,6.36878,3.74634,0.87415
REM,0.00437,1.99805,5.99415,4.24585,2.12293
REM,0.00346,1.1239,6.49366,3.9961,0.62439
REM,0.00428,1.99805,5.86927,4.24585,2.2478
REM,0.00286,1.1239,7.86732,4.37073,0.49951
REM,0.00379,1.62341,6.11902,3.87122,0.74927
NREM,0.00472,0.99902,6.86829,3.37171,0.49951
NREM,0.0059,1.24878,5.99415,3.62146,0.74927
NREM,0.00444,1.74829,5.86927,3.74634,2.62244
NREM,0.00331,1.24878,6.36878,3.49659,0.87415
NREM,0.00302,1.87317,6.49366,3.74634,0.74927
NREM,0.00304,1.62341,7.11805,4.24585,0.87415
NREM,0.01073,0.87415,5.24488,2.74732,0.74927
NREM,0.00617,1.1239,5.99415,2.99707,0.99902
NREM,0.00538,1.24878,6.2439,3.37171,0.74927
NREM,0.00553,1.1239,6.11902,3.37171,0.62439
NREM,0.00866,1.24878,5.74439,3.37171,0.62439
NREM,0.00706,0.87415,6.2439,3.12195,0.62439
NREM,0.01097,1.1239,6.99317,2.8722,0.87415
NREM,0.00698,1.37366,5.99415,3.37171,0.49951
NREM,0.00361,1.49854,7.3678,4.24585,0.74927
NREM,0.00535,1.62341,6.2439,3.49659,1.49854
NREM,0.00549,1.62341,6.2439,3.24683,1.24878
NREM,0.00487,1.49854,6.36878,3.62146,0.74927
NREM,0.00603,1.99805,5.74439,3.62146,1.1239
NREM,0.00381,1.62341,7.3678,3.9961,0.62439
NREM,0.00477,1.37366,6.61854,3.37171,0.49951
NREM,0.00746,1.49854,5.99415,3.62146,0.99902
NREM,0.00886,1.24878,5.86927,3.12195,0.62439
NREM,0.00521,1.74829,5.99415,3.62146,1.1239
NREM,0.00422,1.74829,7.11805,3.9961,0.74927
NREM,0.00553,1.49854,6.36878,3.62146,1.49854
NREM,0.0074,1.1239,6.36878,3.12195,0.74927
NREM,0.00797,1.37366,5.86927,3.12195,0.87415
NREM,0.00715,1.49854,6.36878,3.62146,1.62341
NREM,0.00981,1.1239,5.86927,3.12195,0.99902
NREM,0.00559,1.37366,6.49366,3.37171,0.49951
NREM,0.01077,1.24878,5.74439,3.24683,0.62439
NREM,0.00683,1.1239,5.99415,3.24683,0.99902
NREM,0.01123,1.1239,5.99415,2.62244,0.99902
NREM,0.00631,1.49854,6.2439,3.74634,1.37366
NREM,0.01141,0.99902,6.36878,3.24683,0.87415
NREM,0.00931,1.1239,5.86927,3.37171,0.87415
NREM,0.00732,1.24878,5.99415,3.37171,0.99902
NREM,0.01284,1.1239,5.36976,2.99707,0.74927
NREM,0.01402,0.99902,5.86927,2.62244,0.74927
NREM,0.01975,0.87415,5.24488,2.49756,0.62439
NREM,0.01041,0.87415,6.2439,2.8722,0.62439
NREM,0.01956,0.49951,5.49463,2.2478,0.37463
NREM,0.01428,0.87415,5.36976,2.62244,0.49951
NREM,0.02026,0.74927,5.24488,2.37268,0.62439
NREM,0.01183,0.74927,5.86927,2.74732,0.49951
NREM,0.01707,0.62439,5.61951,2.49756,0.49951
NREM,0.02489,0.62439,5.49463,1.99805,0.49951
NREM,0.03362,0.49951,4.99512,1.74829,0.37463
NREM,0.02236,0.49951,5.24488,1.99805,0.37463
NREM,0.01125,0.87415,5.49463,2.99707,0.62439
NREM,0.00829,0.99902,6.11902,3.37171,0.87415
NREM,0.00787,1.1239,6.2439,3.24683,0.62439
NREM,0.00986,1.37366,5.61951,2.99707,0.62439
NREM,0.0065,1.62341,6.86829,3.74634,1.49854
NREM,0.01043,1.24878,5.49463,2.8722,1.49854
NREM,0.00732,1.49854,5.86927,3.62146,1.74829
NREM,0.01154,1.24878,5.49463,3.12195,1.1239
NREM,0.00889,1.1239,5.74439,3.37171,0.74927
NREM,0.01606,0.87415,5.12,2.2478,0.74927
NREM,0.00905,1.37366,6.11902,3.24683,0.62439
NREM,0.01637,0.87415,5.36976,2.74732,0.74927
NREM,0.01373,0.99902,5.74439,2.99707,0.99902
NREM,0.00856,1.24878,5.86927,3.24683,0.74927
NREM,0.00882,1.1239,5.99415,2.8722,0.74927
NREM,0.01016,0.99902,6.11902,3.12195,0.62439
NREM,0.01119,1.37366,5.61951,3.12195,0.62439
NREM,0.00862,1.24878,5.99415,3.62146,0.99902
NREM,0.01745,0.74927,5.24488,2.99707,0.49951
NREM,0.01388,0.87415,5.36976,2.8722,0.49951
NREM,0.01389,0.87415,5.49463,2.49756,0.62439
NREM,0.01374,0.99902,4.87024,2.62244,0.74927
NREM,0.01284,0.74927,5.61951,2.62244,0.74927
NREM,0.01109,0.87415,5.86927,2.99707,0.37463
NREM,0.01241,0.99902,5.61951,2.99707,0.62439
NREM,0.01342,0.74927,5.49463,2.74732,0.62439
NREM,0.02231,0.99902,4.99512,2.49756,0.99902
NREM,0.01351,0.87415,5.61951,2.99707,0.74927
NREM,0.00973,0.99902,5.74439,2.8722,0.74927
NREM,0.00914,0.87415,5.99415,2.99707,0.62439
NREM,0.019,0.74927,5.24488,2.37268,0.62439
NREM,0.00878,1.24878,5.36976,2.99707,0.74927
NREM,0.01597,0.87415,5.24488,2.8722,0.74927
NREM,0.02731,0.74927,4.99512,2.12293,0.62439
NREM,0.00814,1.37366,5.49463,3.37171,0.87415
NREM,0.00946,1.1239,5.99415,3.37171,0.62439
NREM,0.01924,0.87415,4.87024,2.49756,0.74927
NREM,0.00832,1.24878,5.86927,3.12195,1.24878
NREM,0.01851,0.74927,5.36976,2.37268,0.62439
NREM,0.01404,0.87415,5.49463,2.74732,0.74927
NREM,0.01637,0.99902,5.36976,2.8722,0.99902
NREM,0.00744,1.24878,5.99415,2.99707,1.1239
NREM,0.01016,0.99902,5.74439,2.99707,0.62439
NREM,0.01211,0.99902,5.24488,2.8722,0.74927
NREM,0.02651,0.87415,4.99512,2.12293,0.87415
NREM,0.00957,1.24878,5.74439,3.24683,1.24878
NREM,0.01467,0.87415,5.49463,2.74732,0.87415
NREM,0.00778,1.24878,6.11902,3.24683,0.62439
NREM,0.01449,0.87415,5.36976,2.99707,0.62439
NREM,0.01123,1.1239,5.74439,2.8722,1.24878
NREM,0.00896,1.1239,5.86927,3.12195,0.74927
NREM,0.00958,1.24878,5.49463,2.99707,0.62439
NREM,0.01578,0.87415,5.36976,2.62244,0.74927
NREM,0.01509,0.99902,5.49463,2.8722,0.62439
NREM,0.01437,0.87415,5.49463,2.49756,0.62439
NREM,0.45797,0.37463,2.99707,0.99902,0.24976
NREM,0.00553,0.37463,8.36683,2.8722,0.12488
NREM,0.00324,1.24878,7.61756,3.87122,0.49951
NREM,0.00402,1.37366,7.86732,3.9961,0.62439
NREM,0.00615,0.99902,6.49366,3.62146,0.99902
NREM,0.00735,1.24878,7.3678,3.37171,0.99902
NREM,0.00382,1.62341,7.24293,4.12098,0.62439
NREM,0.00357,1.37366,7.24293,3.9961,0.87415
NREM,0.00731,1.1239,6.86829,3.24683,0.99902
NREM,0.00334,1.74829,6.99317,4.24585,0.99902
NREM,0.00383,1.74829,5.99415,3.87122,1.99805
NREM,0.00448,1.99805,6.36878,3.87122,0.74927
NREM,0.01751,1.1239,4.99512,2.99707,1.1239
NREM,0.00407,1.87317,6.49366,3.74634,0.49951
NREM,0.01024,1.1239,5.74439,2.74732,0.99902
NREM,0.0099,1.62341,5.24488,3.24683,0.74927
NREM,0.00281,1.74829,6.61854,3.74634,1.87317
NREM,0.02038,1.1239,4.87024,2.49756,0.87415
NREM,0.00391,1.87317,6.36878,3.87122,0.99902
NREM,0.00321,1.62341,7.11805,3.87122,0.99902
NREM,0.00862,1.49854,5.74439,3.37171,1.24878
NREM,0.00952,1.49854,5.36976,2.74732,2.62244
NREM,0.00543,1.37366,6.2439,3.87122,0.74927
NREM,0.0066,1.49854,6.61854,3.49659,1.24878
NREM,0.00394,1.49854,7.11805,3.87122,1.49854
NREM,0.00575,1.24878,6.49366,3.62146,0.99902
NREM,0.00614,1.49854,6.61854,3.37171,0.62439
NREM,0.00392,1.62341,6.99317,4.24585,1.49854
NREM,0.00305,2.12293,6.74341,4.24585,1.1239
NREM,0.00348,1.87317,6.74341,3.9961,1.24878
NREM,0.0086,1.49854,5.49463,3.62146,0.87415
NREM,0.00215,1.37366,8.61659,4.87024,1.1239
NREM,0.00369,1.37366,7.49268,3.74634,0.49951
NREM,0.00359,1.62341,7.49268,4.24585,0.62439
NREM,0.00543,1.49854,6.99317,3.37171,0.74927
NREM,0.00656,1.24878,6.49366,2.99707,1.1239
NREM,0.00354,1.37366,8.36683,4.24585,0.62439
NREM,0.00515,1.24878,7.24293,3.37171,0.62439
NREM,0.00314,1.37366,7.11805,3.87122,0.62439
NREM,0.0079,1.99805,5.86927,3.24683,1.62341
NREM,0.00485,1.24878,6.86829,3.74634,1.24878
NREM,0.00873,1.37366,5.61951,3.12195,1.1239
NREM,0.00676,1.74829,5.49463,3.37171,0.87415
NREM,0.00512,1.87317,5.61951,3.37171,0.99902
NREM,0.00399,1.87317,6.49366,4.12098,1.1239
NREM,0.00649,1.87317,5.36976,3.24683,0.99902
NREM,0.00671,1.62341,5.49463,3.24683,1.74829
NREM,0.00731,1.74829,5.61951,3.37171,0.99902
NREM,0.00509,1.87317,5.99415,3.87122,2.62244
NREM,0.00625,1.1239,5.86927,3.24683,0.74927
NREM,0.00637,1.62341,6.11902,3.37171,0.99902
NREM,0.00407,1.99805,6.36878,3.62146,0.49951
NREM,0.0071,1.62341,6.2439,3.49659,0.99902
NREM,0.00442,1.74829,6.11902,3.9961,0.99902
NREM,0.00599,1.37366,6.11902,3.62146,1.24878
NREM,0.00542,1.87317,6.49366,4.37073,0.99902
NREM,0.00527,1.74829,6.36878,3.74634,1.1239
NREM,0.00723,1.87317,5.74439,3.74634,1.24878
NREM,0.00394,1.62341,6.99317,3.87122,0.99902
NREM,0.00998,1.24878,5.49463,2.99707,0.87415
NREM,0.00477,1.87317,6.49366,4.12098,0.74927
NREM,0.01137,1.49854,5.99415,3.12195,0.74927
NREM,0.00575,1.99805,5.99415,3.9961,1.24878
NREM,0.00652,1.24878,6.11902,3.49659,0.62439
NREM,0.01188,0.99902,5.99415,3.12195,0.74927
NREM,0.00867,1.37366,5.74439,3.37171,1.24878
NREM,0.00681,1.62341,5.86927,3.74634,1.1239
NREM,0.00984,1.1239,6.11902,3.24683,0.99902
NREM,0.00912,1.24878,5.24488,3.37171,0.49951
NREM,0.0093,1.24878,5.74439,3.12195,0.99902
NREM,0.00492,1.49854,6.2439,3.74634,1.1239
NREM,0.00584,1.74829,5.99415,3.74634,2.12293
NREM,0.0085,1.37366,6.61854,3.24683,1.1239
NREM,0.00488,1.37366,6.36878,3.62146,0.99902
NREM,0.01156,1.1239,6.86829,2.8722,1.1239
NREM,0.00445,1.62341,6.61854,3.74634,0.62439
NREM,0.0068,1.24878,6.99317,3.49659,0.87415
NREM,0.00561,1.87317,6.2439,3.74634,1.49854
NREM,0.00676,1.24878,6.49366,3.49659,1.1239
NREM,0.00531,1.1239,6.49366,3.74634,0.74927
NREM,0.01148,1.1239,5.49463,3.12195,0.87415
NREM,0.00747,1.24878,6.2439,3.24683,1.1239
NREM,0.00577,1.37366,6.99317,3.74634,0.62439
NREM,0.00606,1.37366,6.11902,3.24683,0.49951
NREM,0.00491,1.87317,6.49366,3.9961,1.49854
NREM,0.00875,1.62341,6.11902,3.49659,1.24878
REM,0.00639,2.2478,5.86927,3.62146,2.37268
NREM,0.00375,1.24878,7.49268,3.74634,1.24878
NREM,0.00298,1.62341,7.61756,4.37073,0.74927
NREM,0.00288,1.37366,6.99317,4.24585,0.99902
NREM,0.0044,1.49854,6.2439,3.9961,1.1239
REM,0.00375,1.99805,6.36878,4.37073,1.1239
REM,0.00345,1.87317,5.99415,3.62146,0.74927
REM,0.00391,1.49854,5.61951,3.24683,0.74927
REM,0.00281,1.37366,6.99317,3.74634,0.49951
REM,0.00269,1.62341,7.11805,3.87122,1.1239
REM,0.00315,1.62341,5.74439,3.62146,1.1239
REM,0.00443,1.62341,5.99415,3.62146,0.99902
REM,0.00316,1.62341,6.11902,3.37171,1.74829
REM,0.00322,1.74829,5.99415,3.74634,0.87415
REM,0.00292,1.74829,6.36878,3.9961,1.74829
REM,0.00408,1.24878,5.86927,3.37171,0.74927
REM,0.00398,1.74829,5.86927,3.74634,1.24878
REM,0.00318,1.99805,6.2439,3.9961,2.2478
REM,0.00394,1.74829,5.74439,3.74634,1.49854
REM,0.00427,1.37366,5.86927,3.49659,0.49951
REM,0.004,1.74829,5.86927,3.49659,1.1239
REM,0.00327,1.99805,6.11902,3.74634,1.87317
REM,0.00345,1.99805,6.11902,3.74634,2.49756
REM,0.00299,1.74829,5.99415,3.87122,1.37366
REM,0.00331,1.99805,5.74439,3.74634,0.62439
REM,0.00319,1.99805,5.74439,3.87122,2.62244
REM,0.37451,0.74927,2.49756,0.99902,0.74927
REM,0.0048,0.74927,6.99317,3.24683,0.12488
REM,0.00288,1.99805,6.61854,4.12098,1.1239
REM,0.00336,1.37366,6.61854,4.12098,0.74927
REM,0.0032,1.87317,6.2439,3.87122,2.2478
REM,0.00264,1.99805,6.36878,3.9961,0.62439
REM,0.0038,1.87317,5.86927,3.49659,0.49951
REM,0.00364,1.87317,5.74439,3.62146,2.2478
REM,0.00253,1.49854,6.11902,3.87122,0.62439
REM,0.00279,1.62341,6.11902,3.9961,0.99902
REM,0.00334,2.12293,6.2439,4.12098,0.62439
REM,0.00297,1.49854,6.49366,3.87122,1.1239
REM,0.00302,1.87317,6.11902,3.62146,1.99805
REM,0.00262,1.87317,5.86927,3.62146,0.49951
REM,0.00381,1.87317,5.74439,3.62146,1.24878
REM,0.00373,1.74829,5.86927,3.62146,2.12293
NREM,0.00297,1.49854,7.3678,3.9961,0.49951
REM,0.00254,1.87317,6.11902,3.9961,0.49951
REM,0.00392,1.87317,6.36878,3.9961,0.62439
REM,0.00286,1.37366,6.2439,3.9961,0.99902
REM,0.00296,1.74829,6.49366,3.9961,0.99902
REM,0.00287,1.74829,6.49366,3.9961,0.99902
REM,0.00312,1.87317,5.74439,3.87122,0.49951
REM,0.00415,1.62341,5.86927,3.37171,0.49951
REM,0.00344,1.74829,5.99415,3.9961,0.74927
REM,0.00329,1.49854,5.86927,3.49659,0.62439
REM,0.00227,1.1239,7.49268,3.9961,0.74927
REM,0.00313,1.74829,6.2439,4.24585,0.62439
REM,0.00305,1.62341,6.74341,3.87122,0.62439
REM,0.00378,1.62341,6.2439,4.24585,0.99902
REM,0.00277,1.87317,5.86927,3.74634,0.74927
REM,0.00325,1.87317,6.11902,3.9961,0.62439
REM,0.00422,1.87317,5.61951,3.62146,0.87415
REM,0.00288,1.87317,5.99415,4.24585,0.99902
REM,0.00425,1.99805,5.74439,3.87122,0.99902
REM,0.00357,1.62341,6.11902,3.74634,0.62439
REM,0.00373,1.87317,5.74439,3.37171,0.49951
REM,0.00376,1.99805,6.11902,3.87122,0.49951
REM,0.0031,1.87317,6.11902,3.87122,1.37366
REM,0.00254,1.37366,6.61854,3.74634,0.74927
REM,0.00246,1.74829,6.11902,3.87122,0.99902
REM,0.00291,1.99805,6.2439,4.37073,1.1239
REM,0.00335,1.62341,5.99415,3.87122,1.49854
REM,0.00348,1.87317,5.99415,4.12098,0.99902
REM,0.00307,1.37366,5.86927,3.74634,0.87415
REM,0.00336,1.62341,6.11902,3.74634,0.62439
REM,0.00276,1.24878,6.49366,3.74634,0.62439
REM,0.00369,2.2478,5.86927,4.37073,1.1239
REM,0.00346,1.62341,6.2439,3.74634,0.74927
REM,0.00329,1.62341,5.99415,4.12098,0.74927
REM,0.00293,1.99805,6.2439,3.9961,2.12293
REM,0.00299,1.99805,5.86927,3.87122,1.99805
REM,0.00213,1.87317,6.36878,4.24585,1.1239
REM,0.00333,1.49854,5.86927,3.62146,0.99902
REM,0.00283,1.99805,5.86927,3.9961,0.87415
REM,0.00353,1.62341,6.11902,3.87122,0.49951
REM,0.00248,1.37366,6.61854,3.87122,0.62439
REM,0.00348,2.49756,5.49463,3.74634,2.74732
REM,0.00335,1.74829,5.61951,3.62146,1.99805
REM,0.00322,1.37366,6.36878,3.87122,1.1239
REM,0.00429,1.74829,5.99415,4.12098,1.74829
REM,0.00427,1.74829,6.11902,3.74634,0.87415
REM,0.003,1.49854,6.49366,3.62146,0.62439
REM,0.00237,2.12293,6.2439,4.74537,2.12293
REM,0.00322,1.74829,5.99415,3.62146,0.99902
REM,0.00331,1.62341,6.2439,3.9961,0.49951
REM,0.58722,0.49951,2.12293,0.87415,0.62439
NREM,0.00309,1.1239,8.36683,4.12098,0.49951
NREM,0.00298,1.87317,6.61854,4.24585,1.74829
NREM,0.00356,1.49854,7.11805,4.12098,0.49951
NREM,0.00305,1.49854,7.11805,4.12098,0.99902
