Sleep_Stage,MeanP_Alpha_C4,MedianF_Alpha_C4,MeanF_Alpha_C4,Spectral Edge_Alpha_C4,PeakF_Alpha_C4
NREM,0.00072,8.86634,13.98634,13.48683,9.1161
NREM,0.00096,10.24,13.86146,13.61171,11.3639
NREM,0.00071,8.74146,14.11122,13.61171,9.49073
NREM,0.00088,9.74049,13.98634,13.73659,10.36488
NREM,0.00102,10.24,14.2361,13.98634,11.23902
NREM,0.00034,9.86537,16.60878,16.10927,9.49073
NREM,0.00038,10.73951,19.73073,19.3561,7.49268
NREM,0.00057,10.11512,15.60976,14.98537,10.61463
NREM,0.0005,9.74049,17.98244,17.35805,6.36878
NREM,0.00077,9.36585,15.60976,14.86049,8.11707
NREM,0.00054,9.49073,15.48488,15.11024,7.9922
NREM,0.00076,10.48976,14.86049,14.73561,12.86244
NREM,0.00104,8.99122,14.48585,13.86146,6.86829
NREM,0.00061,9.1161,16.10927,15.73463,8.99122
NREM,0.00086,10.48976,14.86049,14.73561,13.23707
NREM,0.00077,10.11512,15.60976,14.98537,10.24
NREM,0.00072,9.99024,14.61073,14.36098,12.61268
NREM,0.00063,9.1161,14.73561,14.2361,7.11805
NREM,0.00082,9.24098,14.48585,14.11122,9.1161
NREM,0.00117,10.48976,13.98634,13.73659,11.48878
NREM,0.00084,10.61463,14.48585,14.11122,10.86439
NREM,0.00118,8.99122,14.48585,13.86146,8.24195
NREM,0.00064,9.36585,14.98537,14.48585,10.24
NREM,0.00117,9.61561,13.86146,13.61171,11.23902
NREM,0.00084,9.1161,14.2361,13.98634,6.49366
NREM,0.0011,9.61561,13.61171,13.23707,10.73951
NREM,0.00089,10.36488,14.36098,14.11122,10.86439
NREM,0.00095,9.86537,13.98634,13.73659,10.61463
NREM,0.00096,10.73951,13.86146,13.61171,10.98927
NREM,0.00083,9.36585,14.11122,13.73659,9.61561
NREM,0.00128,9.36585,13.98634,13.36195,7.86732
NREM,0.00038,9.74049,16.73366,16.23415,7.24293
NREM,0.0007,9.61561,15.36,14.86049,10.98927
NREM,0.0007,9.1161,14.73561,14.2361,9.49073
NREM,0.00079,9.36585,15.11024,14.61073,11.3639
NREM,0.00091,9.86537,14.48585,14.11122,8.24195
NREM,0.00083,10.61463,14.2361,14.11122,13.1122
NREM,0.00095,9.74049,14.11122,13.73659,8.74146
NREM,0.00117,9.61561,14.11122,13.61171,9.24098
NREM,0.00069,9.49073,14.61073,13.98634,11.86341
NREM,0.00144,9.61561,14.11122,13.86146,11.86341
NREM,0.00079,9.36585,14.36098,13.98634,7.11805
NREM,0.00079,8.74146,14.61073,14.11122,7.61756
NREM,0.00095,10.48976,14.11122,13.98634,12.98732
NREM,0.00074,9.1161,14.11122,13.73659,7.61756
NREM,0.00112,10.11512,14.2361,13.98634,10.73951
NREM,0.00072,10.11512,13.86146,13.61171,11.48878
NREM,0.00097,9.49073,13.61171,13.36195,9.1161
NREM,0.00101,9.74049,13.86146,13.48683,7.49268
NREM,0.00145,10.98927,15.60976,15.48488,11.3639
NREM,0.00133,9.1161,14.86049,14.2361,7.3678
NREM,0.00083,9.49073,14.73561,14.36098,10.24
NREM,0.00101,9.86537,14.86049,14.48585,8.74146
NREM,0.00075,9.24098,14.61073,14.11122,7.3678
NREM,0.00068,9.49073,14.98537,14.36098,7.86732
NREM,0.00031,10.11512,18.85659,18.2322,10.11512
NREM,0.0004,9.86537,18.60683,17.73268,8.24195
NREM,0.00092,9.86537,15.73463,15.23512,8.49171
NREM,0.00084,10.11512,15.11024,14.73561,9.61561
NREM,0.00069,10.24,15.11024,14.86049,14.36098
NREM,0.00062,9.86537,15.23512,14.73561,9.1161
NREM,0.00116,9.86537,14.36098,13.86146,9.1161
NREM,0.00079,9.61561,14.11122,13.86146,12.61268
NREM,0.00089,9.61561,14.11122,13.86146,9.24098
NREM,0.001,9.61561,14.2361,13.86146,6.11902
NREM,0.00071,9.1161,14.36098,13.98634,7.61756
NREM,0.00117,9.86537,14.11122,13.73659,13.48683
NREM,0.00099,9.24098,13.86146,13.1122,9.1161
NREM,0.00089,9.86537,14.2361,13.86146,10.24
NREM,0.00079,8.99122,13.61171,12.86244,10.24
NREM,0.00066,9.1161,14.2361,13.61171,7.9922
NREM,0.00076,9.74049,14.11122,13.61171,10.61463
NREM,0.0007,9.61561,13.98634,13.61171,10.86439
NREM,0.00082,9.86537,14.11122,13.86146,10.36488
NREM,0.0008,9.1161,14.11122,13.61171,5.49463
NREM,0.00068,8.36683,13.61171,12.86244,7.74244
NREM,0.00086,9.36585,13.86146,13.36195,9.99024
NREM,0.00066,9.1161,13.61171,13.1122,10.24
NREM,0.00074,9.36585,14.11122,13.86146,10.11512
NREM,0.00076,9.61561,13.73659,13.36195,6.99317
NREM,0.00058,8.24195,13.73659,12.98732,6.99317
NREM,0.00086,10.11512,15.98439,15.36,14.86049
NREM,0.0005,9.61561,16.4839,15.98439,9.61561
NREM,0.00043,9.1161,15.36,14.48585,7.74244
NREM,0.00079,8.49171,15.11024,14.48585,8.24195
NREM,0.00065,9.1161,14.98537,14.48585,6.49366
NREM,0.00085,9.36585,14.48585,13.86146,6.86829
NREM,0.00087,9.36585,14.86049,14.48585,9.86537
NREM,0.00059,9.61561,14.36098,14.11122,7.49268
NREM,0.0008,10.24,14.2361,13.98634,11.48878
NREM,0.00108,9.74049,13.98634,13.73659,9.36585
NREM,0.00102,9.99024,13.86146,13.61171,13.1122
NREM,0.00071,8.61659,13.98634,13.36195,10.86439
NREM,0.00096,9.74049,13.48683,13.1122,10.48976
NREM,0.00097,9.49073,13.98634,13.86146,8.86634
NREM,0.00062,9.49073,14.11122,13.73659,8.49171
NREM,0.00111,9.49073,14.11122,13.73659,9.36585
NREM,0.00101,9.74049,14.11122,13.98634,9.24098
NREM,0.00146,12.86244,23.47707,24.10146,13.86146
NREM,0.00046,8.74146,14.73561,13.86146,7.49268
NREM,0.00101,10.61463,14.98537,14.73561,12.61268
NREM,0.00054,9.36585,14.48585,13.98634,10.36488
NREM,0.00081,9.86537,14.36098,14.11122,12.98732
NREM,0.00065,9.86537,14.61073,14.36098,8.24195
NREM,0.00096,10.48976,13.86146,13.73659,13.48683
NREM,0.00092,9.49073,13.48683,12.98732,10.24
NREM,0.00084,9.99024,14.48585,14.2361,10.98927
NREM,0.00081,9.49073,14.61073,14.11122,8.74146
NREM,0.00058,9.61561,14.11122,13.86146,13.36195
NREM,0.00122,10.73951,14.48585,14.36098,10.86439
NREM,0.00075,9.61561,14.36098,13.86146,11.86341
NREM,0.00086,9.49073,13.98634,13.61171,12.98732
NREM,0.00075,8.99122,14.73561,14.2361,7.74244
NREM,0.00084,9.86537,14.11122,13.86146,7.86732
NREM,0.0012,9.1161,14.36098,13.86146,7.11805
NREM,0.00124,10.24,14.2361,14.11122,10.24
NREM,0.00077,9.49073,14.48585,14.11122,8.99122
NREM,0.00107,10.86439,13.98634,13.86146,13.48683
NREM,0.00062,9.1161,14.2361,13.86146,10.24
NREM,0.00097,10.11512,13.98634,13.73659,10.86439
NREM,0.00069,9.36585,13.73659,13.48683,8.99122
NREM,0.00093,9.24098,13.73659,13.23707,11.48878
NREM,0.00117,9.74049,13.98634,13.73659,13.23707
NREM,0.00072,8.86634,13.98634,13.36195,8.99122
NREM,0.0008,9.24098,13.98634,13.61171,10.73951
NREM,0.00078,9.24098,13.86146,13.61171,10.24
NREM,0.00068,8.99122,13.73659,13.23707,9.1161
NREM,0.00128,9.36585,13.98634,13.61171,6.61854
NREM,0.00081,9.1161,13.73659,13.1122,8.99122
NREM,0.00089,8.86634,13.73659,12.98732,7.86732
NREM,0.00125,9.49073,14.2361,13.86146,9.36585
NREM,0.00086,9.74049,13.98634,13.86146,8.36683
NREM,0.00133,9.49073,14.36098,13.98634,10.36488
NREM,0.00096,9.49073,13.98634,13.73659,8.49171
NREM,0.0007,9.1161,14.11122,13.23707,6.86829
NREM,0.00119,9.1161,14.2361,13.98634,8.61659
REM,0.00119,9.24098,14.98537,13.98634,10.86439
REM,0.00058,9.49073,16.4839,15.60976,8.74146
REM,0.00051,8.24195,15.85951,14.73561,6.36878
REM,0.00045,9.24098,17.10829,16.4839,7.3678
REM,0.00024,7.61756,15.98439,14.48585,7.61756
REM,0.00036,8.86634,17.35805,16.73366,8.99122
REM,0.00031,7.9922,15.98439,14.61073,4.49561
REM,0.00023,7.9922,15.85951,14.36098,6.74341
REM,0.0004,8.24195,16.10927,14.98537,5.74439
REM,0.0002,8.61659,17.10829,16.10927,7.11805
REM,0.00026,7.9922,17.10829,15.73463,7.11805
REM,0.0003,8.11707,16.23415,14.86049,7.11805
REM,0.00024,8.11707,16.60878,14.86049,6.49366
REM,0.00027,9.74049,17.85756,17.10829,8.11707
REM,0.00039,8.24195,14.61073,13.23707,9.49073
REM,0.00027,7.74244,15.36,13.61171,6.49366
REM,0.00021,7.86732,15.85951,14.2361,5.74439
REM,0.00028,9.1161,17.23317,16.4839,10.61463
REM,0.00027,7.3678,16.10927,13.98634,6.61854
REM,0.00025,7.86732,16.10927,13.86146,5.49463
REM,0.00024,8.36683,15.98439,14.86049,6.99317
REM,0.00027,8.86634,16.98341,16.10927,9.61561
REM,0.00033,7.86732,16.85854,15.23512,7.61756
REM,0.00034,8.86634,16.60878,15.60976,8.74146
REM,0.00027,8.11707,15.60976,14.61073,6.74341
REM,0.00021,8.24195,15.85951,14.73561,7.9922
REM,0.00021,7.74244,15.60976,13.98634,6.11902
REM,0.00022,9.24098,16.10927,15.11024,9.86537
REM,0.00023,8.36683,15.85951,14.36098,6.86829
REM,0.0017,17.10829,19.23122,19.3561,18.73171
REM,0.00028,8.49171,16.10927,14.73561,8.74146
REM,0.00032,7.9922,15.48488,14.36098,7.3678
REM,0.00036,9.36585,16.85854,16.10927,7.11805
REM,0.00037,7.61756,15.36,13.61171,7.3678
REM,0.00029,8.49171,15.98439,14.86049,7.61756
REM,0.00033,7.9922,15.23512,13.86146,7.11805
REM,0.0004,8.11707,16.10927,15.48488,7.61756
REM,0.00044,8.11707,16.35902,15.36,7.24293
REM,0.00043,7.86732,15.60976,14.2361,7.24293
REM,0.00028,7.49268,15.60976,13.98634,7.61756
REM,0.0002,8.49171,16.23415,15.11024,10.24
REM,0.00028,9.49073,17.98244,17.23317,10.11512
REM,0.00027,8.99122,16.10927,15.11024,8.36683
NREM,0.00041,9.74049,18.2322,17.85756,5.74439
NREM,0.00044,9.1161,15.98439,14.98537,10.61463
NREM,0.00055,9.49073,16.4839,15.98439,7.61756
NREM,0.00069,9.36585,15.85951,14.98537,10.36488
NREM,0.00031,8.99122,16.35902,15.23512,5.74439
REM,0.00038,8.11707,16.23415,15.60976,6.86829
REM,0.00035,9.86537,18.73171,18.10732,9.74049
NREM,0.00032,8.99122,15.98439,15.36,7.49268
NREM,0.00051,8.36683,15.73463,15.36,7.74244
NREM,0.00052,8.74146,16.10927,15.23512,7.24293
NREM,0.00051,12.4878,20.97951,21.22927,9.99024
NREM,0.00028,9.24098,19.3561,18.2322,8.24195
NREM,0.00033,8.99122,15.98439,14.73561,10.11512
NREM,0.00052,8.99122,16.35902,15.73463,9.24098
NREM,0.00054,10.61463,15.36,15.11024,10.61463
NREM,0.00078,11.73854,15.36,15.23512,14.86049
NREM,0.00073,8.49171,15.48488,14.73561,8.24195
NREM,0.00053,10.48976,15.36,14.98537,13.36195
NREM,0.00044,9.1161,16.10927,15.60976,7.9922
NREM,0.00094,10.61463,14.61073,14.36098,10.98927
NREM,0.00066,11.73854,14.73561,14.61073,14.36098
NREM,0.00077,9.86537,14.61073,14.48585,8.49171
NREM,0.00053,9.1161,14.86049,13.86146,9.24098
NREM,0.00069,9.74049,14.86049,14.48585,8.74146
NREM,0.00103,9.99024,14.48585,14.36098,9.61561
NREM,0.00072,10.48976,14.61073,14.36098,13.98634
NREM,0.00057,9.61561,14.73561,14.2361,11.86341
NREM,0.00078,9.99024,14.2361,14.11122,9.36585
NREM,0.00087,10.11512,14.73561,14.48585,10.36488
NREM,0.00061,9.1161,14.98537,14.48585,10.48976
NREM,0.00121,11.3639,13.98634,13.86146,13.36195
NREM,0.00074,10.48976,14.36098,14.2361,9.99024
NREM,0.00088,10.36488,14.2361,13.98634,13.73659
NREM,0.00069,10.11512,14.61073,14.2361,9.86537
NREM,0.00089,8.99122,14.36098,14.11122,8.99122
NREM,0.00086,9.49073,14.11122,13.73659,9.86537
NREM,0.00099,10.61463,14.2361,14.11122,13.61171
NREM,0.00096,10.24,13.73659,13.48683,11.3639
NREM,0.00065,9.49073,14.36098,13.98634,8.36683
NREM,0.00089,9.24098,14.11122,13.73659,9.86537
NREM,0.00092,10.36488,14.36098,14.2361,13.73659
NREM,0.00043,10.24,19.85561,19.60585,10.11512
NREM,0.00045,10.36488,20.35512,19.85561,6.49366
NREM,0.00035,10.11512,16.4839,15.85951,9.74049
NREM,0.00041,8.99122,16.4839,15.73463,7.11805
NREM,0.00058,9.74049,15.85951,15.11024,7.9922
NREM,0.00056,8.61659,15.36,14.73561,8.24195
NREM,0.00254,14.98537,21.10439,21.97854,12.61268
NREM,0.00032,10.48976,21.72878,21.47902,9.49073
NREM,0.00048,9.86537,15.36,14.98537,11.23902
NREM,0.00042,8.74146,15.11024,14.36098,8.61659
NREM,0.00065,10.24,15.23512,14.98537,14.2361
NREM,0.00047,9.49073,14.73561,14.2361,6.49366
NREM,0.00051,9.74049,15.11024,14.86049,9.36585
NREM,0.00064,9.99024,14.86049,14.61073,9.86537
NREM,0.00057,9.74049,14.73561,14.36098,9.74049
NREM,0.00069,10.86439,14.73561,14.61073,13.73659
NREM,0.00099,10.86439,14.36098,14.2361,12.4878
NREM,0.00062,9.24098,14.73561,14.36098,9.99024
NREM,0.00086,9.74049,14.2361,14.11122,14.11122
NREM,0.00077,9.61561,14.2361,13.98634,13.98634
NREM,0.00069,10.24,14.36098,14.11122,13.61171
NREM,0.00102,11.11415,14.36098,14.2361,13.98634
NREM,0.00107,10.48976,13.98634,13.73659,12.23805
NREM,0.00077,9.61561,14.36098,14.11122,8.36683
NREM,0.00105,9.74049,14.2361,13.98634,9.36585
NREM,0.00086,9.86537,14.11122,13.86146,9.99024
NREM,0.00075,9.36585,13.73659,13.48683,13.1122
NREM,0.00076,9.61561,14.36098,14.11122,8.11707
NREM,0.00073,8.86634,14.2361,13.36195,6.99317
NREM,0.00098,9.86537,13.98634,13.61171,11.86341
NREM,0.00067,8.99122,14.11122,13.48683,7.49268
NREM,0.00097,9.86537,14.11122,13.86146,11.48878
NREM,0.00078,10.36488,14.2361,13.98634,10.48976
NREM,0.00085,9.86537,14.11122,13.73659,7.61756
NREM,0.00092,9.49073,13.86146,13.61171,13.36195
NREM,0.00071,8.86634,14.11122,13.73659,6.99317
NREM,0.00083,9.74049,14.11122,13.98634,7.9922
NREM,0.00085,10.24,13.86146,13.73659,10.36488
NREM,0.00084,10.24,13.98634,13.86146,11.98829
NREM,0.00073,9.24098,13.86146,13.48683,7.61756
NREM,0.00073,8.61659,14.36098,13.73659,6.61854
NREM,0.00079,10.11512,13.86146,13.61171,10.73951
NREM,0.00092,9.24098,13.98634,13.48683,8.61659
NREM,0.00074,9.74049,14.11122,13.86146,12.86244
NREM,0.00083,10.73951,14.11122,13.98634,13.73659
NREM,0.00081,10.36488,13.98634,13.61171,10.86439
NREM,0.00076,9.24098,14.11122,13.61171,10.24
NREM,0.00081,10.86439,13.86146,13.73659,13.36195
NREM,0.00077,9.61561,13.98634,13.73659,11.23902
NREM,0.00084,9.99024,13.98634,13.61171,9.36585
NREM,0.00077,10.24,14.61073,13.98634,11.73854
NREM,0.00072,8.86634,14.11122,13.48683,10.11512
NREM,0.00064,8.86634,14.2361,13.86146,6.99317
NREM,0.00087,10.61463,14.36098,14.11122,11.48878
NREM,0.0006,9.24098,14.2361,13.86146,6.11902
NREM,0.00072,9.24098,13.73659,13.23707,5.86927
NREM,0.00071,8.86634,13.86146,13.23707,10.24
NREM,0.00053,9.49073,14.86049,14.48585,11.3639
NREM,0.0007,9.24098,14.11122,13.86146,10.73951
NREM,0.00062,8.99122,14.36098,13.98634,6.99317
NREM,0.0011,9.24098,14.11122,13.23707,13.1122
NREM,0.00074,10.36488,14.11122,13.98634,13.61171
NREM,0.00103,9.1161,13.73659,13.23707,11.11415
NREM,0.00084,10.11512,14.11122,13.86146,13.23707
NREM,0.00089,10.24,14.11122,13.86146,13.61171
NREM,0.00096,10.36488,16.23415,15.73463,10.86439
NREM,0.00042,9.74049,19.23122,18.2322,8.24195
NREM,0.0004,9.1161,15.98439,14.86049,6.86829
NREM,0.0006,9.24098,14.98537,14.2361,11.3639
NREM,0.0004,9.36585,15.36,14.86049,11.86341
NREM,0.0006,9.86537,14.48585,14.11122,14.2361
NREM,0.00042,9.74049,17.35805,16.60878,9.74049
NREM,0.00029,8.86634,15.73463,14.73561,5.49463
NREM,0.00063,9.36585,15.48488,14.86049,8.24195
NREM,0.00064,9.36585,14.86049,14.48585,6.49366
NREM,0.0004,9.49073,14.73561,14.36098,7.61756
NREM,0.00058,9.86537,14.86049,14.48585,11.48878
NREM,0.00056,9.36585,14.61073,14.11122,10.24
NREM,0.00065,9.36585,14.61073,14.2361,8.36683
NREM,0.00072,9.61561,14.73561,13.98634,7.49268
NREM,0.00071,9.1161,14.48585,14.11122,8.49171
NREM,0.00052,9.74049,14.73561,14.36098,8.24195
NREM,0.00053,10.36488,14.2361,13.98634,13.48683
NREM,0.00081,10.36488,14.36098,14.11122,13.61171
NREM,0.00064,10.11512,14.98537,14.61073,13.1122
NREM,0.0006,10.36488,13.98634,13.86146,10.24
NREM,0.00092,9.74049,14.11122,13.86146,13.48683
NREM,0.0007,8.49171,14.48585,14.11122,8.11707
NREM,0.00071,10.11512,14.11122,13.98634,8.49171
NREM,0.00086,10.11512,13.86146,13.73659,13.36195
NREM,0.00082,10.48976,14.11122,13.98634,13.48683
NREM,0.00071,9.36585,14.2361,13.98634,9.36585
NREM,0.00086,9.74049,14.2361,13.98634,13.86146
NREM,0.00082,9.49073,14.2361,13.86146,9.61561
NREM,0.00138,9.49073,15.48488,14.73561,7.86732
NREM,0.0007,9.24098,14.36098,13.86146,6.61854
NREM,0.00117,10.36488,13.86146,13.73659,10.61463
NREM,0.00077,10.11512,14.2361,13.98634,10.24
NREM,0.00103,11.86341,13.73659,13.73659,12.73756
NREM,0.0008,9.1161,13.98634,13.73659,8.24195
NREM,0.00069,9.36585,14.48585,13.98634,6.36878
NREM,0.0012,10.11512,14.11122,13.86146,8.99122
NREM,0.00056,8.86634,14.2361,13.73659,8.24195
NREM,0.00113,9.86537,13.86146,13.73659,8.36683
NREM,0.00082,9.99024,14.11122,13.98634,9.61561
NREM,0.00086,9.61561,13.86146,13.48683,9.36585
NREM,0.00103,10.11512,13.73659,13.36195,10.73951
NREM,0.00091,10.36488,13.98634,13.86146,13.1122
NREM,0.00102,10.61463,13.86146,13.61171,12.23805
NREM,0.00082,8.61659,13.73659,13.23707,6.74341
NREM,0.00093,10.36488,13.86146,13.61171,13.36195
NREM,0.00092,10.61463,13.98634,13.73659,13.23707
NREM,0.00174,9.99024,13.73659,13.48683,10.24
NREM,0.00053,8.24195,13.98634,13.1122,7.24293
NREM,0.00129,9.61561,14.11122,13.73659,10.73951
NREM,0.00109,8.86634,14.2361,13.73659,10.24
NREM,0.0014,10.11512,15.73463,15.23512,9.74049
NREM,0.00061,8.61659,14.48585,13.98634,8.74146
NREM,0.00151,9.74049,14.73561,14.36098,8.36683
NREM,0.00061,10.24,14.98537,14.73561,13.98634
NREM,0.00066,9.99024,15.11024,14.61073,6.2439
NREM,0.00059,9.24098,15.98439,15.60976,9.24098
NREM,0.00029,8.36683,16.4839,15.23512,7.49268
REM,0.00035,8.11707,17.10829,15.85951,5.99415
REM,0.0003,8.49171,16.73366,15.36,8.61659
REM,0.00036,8.86634,17.73268,16.4839,7.74244
REM,0.00034,8.11707,17.35805,15.73463,5.12
REM,0.00026,7.86732,16.23415,14.36098,5.74439
REM,0.00032,8.49171,16.23415,14.61073,8.49171
REM,0.00026,7.61756,15.36,13.61171,6.74341
REM,0.00027,7.61756,16.35902,14.86049,7.11805
REM,0.00022,8.36683,15.98439,14.36098,9.24098
REM,0.00027,7.3678,15.36,13.61171,7.11805
REM,0.00027,7.9922,15.60976,13.86146,6.99317
REM,0.00025,8.24195,15.98439,14.48585,6.74341
REM,0.00023,8.49171,16.4839,15.48488,5.36976
REM,0.00023,8.36683,16.60878,15.23512,5.99415
REM,0.00025,7.61756,15.48488,14.11122,5.12
REM,0.00028,9.24098,16.85854,15.85951,10.86439
REM,0.00029,8.36683,17.23317,15.85951,5.99415
REM,0.00036,7.9922,15.60976,13.86146,6.11902
REM,0.00033,8.86634,17.35805,16.23415,9.1161
REM,0.00032,7.9922,15.85951,14.61073,7.3678
REM,0.00026,7.86732,16.35902,14.86049,8.11707
REM,0.00028,8.11707,16.85854,15.48488,8.24195
REM,0.00037,9.36585,16.23415,15.48488,10.11512
REM,0.00025,7.3678,15.36,13.86146,6.49366
REM,0.00029,8.36683,16.23415,15.23512,10.24
REM,0.00029,8.24195,16.85854,15.36,8.11707
REM,0.00021,7.86732,15.85951,14.2361,7.11805
REM,0.00019,7.74244,16.10927,14.11122,6.2439
REM,0.00022,7.9922,14.86049,13.61171,7.86732
REM,0.00024,7.86732,15.60976,14.2361,7.24293
REM,0.00024,8.61659,17.35805,16.10927,6.11902
REM,0.00022,7.9922,16.10927,14.36098,8.11707
REM,0.00018,8.49171,16.23415,15.11024,8.99122
REM,0.00025,8.61659,16.73366,15.23512,5.99415
NREM,0.00351,14.48585,21.85366,22.97756,12.98732
NREM,0.00027,8.49171,15.73463,14.61073,7.3678
NREM,0.00043,8.86634,16.35902,15.48488,7.3678
NREM,0.00048,8.74146,15.98439,15.23512,6.61854
NREM,0.00038,8.99122,16.73366,15.60976,8.61659
NREM,0.0005,8.74146,16.60878,15.48488,7.11805
NREM,0.00053,8.11707,15.98439,14.86049,6.49366
NREM,0.00044,8.74146,16.4839,15.48488,6.49366
NREM,0.00044,9.24098,16.85854,16.23415,6.36878
NREM,0.00048,8.49171,15.73463,14.98537,7.24293
NREM,0.00037,8.36683,15.85951,14.73561,6.2439
NREM,0.00041,7.86732,15.48488,14.2361,7.11805
NREM,0.00034,8.74146,17.6078,16.60878,7.3678
NREM,0.00034,9.1161,17.10829,16.10927,8.49171
NREM,0.00044,8.99122,15.23512,14.36098,8.11707
NREM,0.00055,9.36585,15.85951,15.23512,6.36878
NREM,0.00042,9.36585,16.85854,15.98439,10.36488
NREM,0.00046,7.9922,15.36,14.11122,6.36878
REM,0.00026,8.61659,16.73366,15.60976,5.24488
NREM,0.00028,9.49073,17.85756,17.10829,8.99122
NREM,0.00025,9.74049,18.10732,17.10829,9.86537
NREM,0.00038,9.49073,17.10829,16.10927,8.61659
NREM,0.00043,9.61561,15.98439,15.23512,8.49171
NREM,0.00039,8.74146,15.73463,14.98537,6.61854
NREM,0.00047,9.99024,15.73463,15.23512,11.48878
NREM,0.00057,9.74049,15.48488,14.73561,11.23902
NREM,0.00062,9.36585,15.23512,14.48585,7.61756
NREM,0.00058,11.11415,15.48488,15.23512,14.48585
NREM,0.00041,9.61561,15.11024,14.61073,9.74049
NREM,0.00057,9.36585,15.60976,15.36,7.24293
NREM,0.00058,10.86439,15.11024,14.86049,14.61073
NREM,0.00034,11.98829,18.73171,18.60683,13.86146
NREM,0.00038,11.98829,18.35707,18.2322,10.36488
NREM,0.00039,11.23902,17.98244,17.85756,8.49171
NREM,0.00042,11.61366,17.85756,17.73268,13.48683
NREM,0.00036,11.86341,18.60683,18.48195,11.11415
NREM,0.00046,11.11415,17.73268,17.48293,11.73854
NREM,0.00059,10.61463,17.10829,16.60878,8.11707
NREM,0.0006,10.24,15.98439,15.48488,9.74049
NREM,0.00075,10.73951,17.10829,16.73366,8.99122
NREM,0.00044,10.73951,17.73268,17.48293,10.24
NREM,0.00086,9.74049,15.36,14.98537,7.74244
NREM,0.00078,11.48878,16.73366,16.60878,10.11512
NREM,0.00061,10.73951,16.85854,16.35902,11.61366
NREM,0.00063,10.61463,16.4839,16.10927,9.99024
NREM,0.00054,10.24,15.60976,14.98537,9.1161
NREM,0.00066,10.86439,17.23317,16.98341,10.36488
NREM,0.00073,10.36488,15.36,14.98537,9.61561
NREM,0.00071,9.49073,14.73561,14.48585,8.86634
REM,0.00026,9.86537,16.85854,16.35902,9.86537
REM,0.00024,10.48976,16.4839,15.85951,14.2361
REM,0.00035,10.61463,16.73366,16.10927,6.49366
REM,0.00033,9.99024,16.98341,16.35902,8.36683
REM,0.00035,9.74049,15.85951,15.23512,10.73951
REM,0.0004,10.73951,16.85854,16.35902,12.61268
REM,0.00032,11.11415,17.10829,16.73366,10.48976
REM,0.00035,10.48976,16.23415,15.73463,12.61268
REM,0.00043,11.73854,17.85756,17.73268,12.23805
REM,0.00025,10.24,16.35902,15.98439,11.48878
REM,0.00024,10.73951,16.85854,16.60878,10.48976
REM,0.00032,9.36585,15.60976,15.11024,8.24195
REM,0.00028,8.61659,16.23415,15.60976,7.61756
REM,0.00025,10.48976,16.73366,16.35902,10.24
REM,0.00025,10.11512,17.6078,16.85854,9.61561
REM,0.0003,11.48878,19.23122,19.10634,8.74146
REM,0.00022,9.49073,15.98439,15.36,8.99122
REM,0.00018,9.99024,17.10829,16.73366,9.36585
NREM,0.00084,10.98927,18.10732,17.73268,10.98927
NREM,0.00025,11.73854,18.10732,17.98244,14.2361
REM,0.00035,10.73951,18.10732,17.6078,10.73951
NREM,0.00067,10.98927,16.10927,15.60976,10.11512
REM,0.00052,10.73951,16.4839,15.98439,9.61561
NREM,0.00068,9.86537,15.60976,14.98537,7.61756
NREM,0.00058,11.11415,16.73366,16.4839,11.3639
NREM,0.00057,9.86537,15.85951,15.36,9.36585
NREM,0.00087,9.99024,15.23512,14.61073,10.86439
NREM,0.0007,10.36488,14.98537,14.61073,10.61463
NREM,0.00066,10.61463,15.85951,15.36,11.86341
NREM,0.00056,9.99024,15.60976,15.11024,11.48878
NREM,0.00063,10.11512,15.98439,15.48488,9.99024
NREM,0.00123,9.99024,14.48585,14.2361,11.23902
NREM,0.00108,10.11512,14.11122,13.86146,12.61268
NREM,0.00072,10.11512,14.61073,14.2361,8.99122
NREM,0.00126,9.99024,13.98634,13.73659,9.49073
NREM,0.00085,9.74049,13.98634,13.48683,10.48976
NREM,0.00118,9.49073,13.86146,13.23707,9.99024
NREM,0.00085,9.24098,13.73659,13.23707,9.1161
NREM,0.00132,9.1161,13.86146,13.23707,8.61659
NREM,0.0012,9.1161,13.61171,13.36195,8.24195
NREM,0.00104,8.86634,13.61171,12.98732,8.11707
NREM,0.00119,8.74146,13.48683,12.61268,9.61561
NREM,0.00109,8.49171,12.98732,12.36293,8.86634
NREM,0.00105,8.99122,13.98634,13.23707,10.24
NREM,0.00137,8.99122,13.61171,13.1122,9.61561
NREM,0.00121,9.36585,13.61171,13.1122,10.11512
NREM,0.0013,9.24098,13.98634,13.61171,8.36683
NREM,0.00124,8.86634,13.48683,12.86244,7.9922
NREM,0.00106,8.49171,13.73659,12.61268,7.24293
NREM,0.0011,9.24098,14.2361,13.73659,9.36585
NREM,0.00129,9.1161,13.48683,13.1122,8.86634
NREM,0.00117,9.49073,13.36195,13.1122,9.99024
NREM,0.00131,9.24098,13.23707,12.86244,7.86732
NREM,0.00106,8.86634,13.23707,12.73756,7.11805
NREM,0.00126,9.49073,15.23512,14.61073,9.24098
NREM,0.00115,9.36585,14.73561,14.2361,8.49171
NREM,0.001,9.24098,14.11122,13.86146,7.86732
NREM,0.00154,8.74146,13.36195,12.4878,8.86634
NREM,0.00113,10.11512,13.73659,13.23707,10.48976
